date,JPM_unscaled,JPM_monthly,isPartial,scale,JPM
2018-01-01,8,48.0,False,0.48,3.84
2018-01-02,33,48.0,,0.48,15.84
2018-01-03,37,48.0,,0.48,17.759999999999998
2018-01-04,48,48.0,,0.48,23.04
2018-01-05,48,48.0,,0.48,23.04
2018-01-06,16,48.0,,0.48,7.68
2018-01-07,8,48.0,,0.48,3.84
2018-01-08,45,48.0,,0.48,21.599999999999998
2018-01-09,46,48.0,,0.48,22.08
2018-01-10,52,48.0,,0.48,24.96
2018-01-11,59,48.0,,0.48,28.32
2018-01-12,100,48.0,,0.48,48.0
2018-01-13,18,48.0,,0.48,8.64
2018-01-14,10,48.0,,0.48,4.8
2018-01-15,14,48.0,,0.48,6.72
2018-01-16,43,48.0,,0.48,20.64
2018-01-17,41,48.0,,0.48,19.68
2018-01-18,41,48.0,,0.48,19.68
2018-01-19,39,48.0,,0.48,18.72
2018-01-20,11,48.0,,0.48,5.279999999999999
2018-01-21,10,48.0,,0.48,4.8
2018-01-22,34,48.0,,0.48,16.32
2018-01-23,44,48.0,,0.48,21.119999999999997
2018-01-24,39,48.0,,0.48,18.72
2018-01-25,44,48.0,,0.48,21.119999999999997
2018-01-26,41,48.0,,0.48,19.68
2018-01-27,13,48.0,,0.48,6.24
2018-01-28,9,48.0,,0.48,4.32
2018-01-29,34,48.0,,0.48,16.32
2018-01-30,59,48.0,,0.48,28.32
2018-01-31,46,48.0,,0.48,22.08
2018-02-01,40,40.0,False,0.4,16.0
2018-02-02,58,40.0,,0.4,23.200000000000003
2018-02-03,19,40.0,,0.4,7.6000000000000005
2018-02-04,13,40.0,,0.4,5.2
2018-02-05,64,40.0,,0.4,25.6
2018-02-06,100,40.0,,0.4,40.0
2018-02-07,60,40.0,,0.4,24.0
2018-02-08,62,40.0,,0.4,24.8
2018-02-09,58,40.0,,0.4,23.200000000000003
2018-02-10,16,40.0,,0.4,6.4
2018-02-11,3,40.0,,0.4,1.2000000000000002
2018-02-12,53,40.0,,0.4,21.200000000000003
2018-02-13,50,40.0,,0.4,20.0
2018-02-14,56,40.0,,0.4,22.400000000000002
2018-02-15,58,40.0,,0.4,23.200000000000003
2018-02-16,37,40.0,,0.4,14.8
2018-02-17,20,40.0,,0.4,8.0
2018-02-18,7,40.0,,0.4,2.8000000000000003
2018-02-19,17,40.0,,0.4,6.800000000000001
2018-02-20,41,40.0,,0.4,16.400000000000002
2018-02-21,50,40.0,,0.4,20.0
2018-02-22,51,40.0,,0.4,20.400000000000002
2018-02-23,46,40.0,,0.4,18.400000000000002
2018-02-24,18,40.0,,0.4,7.2
2018-02-25,10,40.0,,0.4,4.0
2018-02-26,51,40.0,,0.4,20.400000000000002
2018-02-27,61,40.0,,0.4,24.400000000000002
2018-02-28,45,40.0,,0.4,18.0
2018-03-01,82,33.0,False,0.33,27.060000000000002
2018-03-02,96,33.0,,0.33,31.68
2018-03-03,30,33.0,,0.33,9.9
2018-03-04,16,33.0,,0.33,5.28
2018-03-05,76,33.0,,0.33,25.080000000000002
2018-03-06,79,33.0,,0.33,26.07
2018-03-07,85,33.0,,0.33,28.05
2018-03-08,80,33.0,,0.33,26.400000000000002
2018-03-09,87,33.0,,0.33,28.71
2018-03-10,27,33.0,,0.33,8.91
2018-03-11,19,33.0,,0.33,6.2700000000000005
2018-03-12,65,33.0,,0.33,21.45
2018-03-13,70,33.0,,0.33,23.1
2018-03-14,69,33.0,,0.33,22.77
2018-03-15,76,33.0,,0.33,25.080000000000002
2018-03-16,67,33.0,,0.33,22.11
2018-03-17,17,33.0,,0.33,5.61
2018-03-18,22,33.0,,0.33,7.260000000000001
2018-03-19,62,33.0,,0.33,20.46
2018-03-20,83,33.0,,0.33,27.39
2018-03-21,84,33.0,,0.33,27.720000000000002
2018-03-22,97,33.0,,0.33,32.01
2018-03-23,85,33.0,,0.33,28.05
2018-03-24,23,33.0,,0.33,7.590000000000001
2018-03-25,22,33.0,,0.33,7.260000000000001
2018-03-26,100,33.0,,0.33,33.0
2018-03-27,85,33.0,,0.33,28.05
2018-03-28,85,33.0,,0.33,28.05
2018-03-29,58,33.0,,0.33,19.14
2018-03-30,50,33.0,,0.33,16.5
2018-03-31,0,33.0,,0.33,0.0
2018-04-01,5,50.0,False,0.5,2.5
2018-04-02,26,50.0,,0.5,13.0
2018-04-03,29,50.0,,0.5,14.5
2018-04-04,24,50.0,,0.5,12.0
2018-04-05,29,50.0,,0.5,14.5
2018-04-06,22,50.0,,0.5,11.0
2018-04-07,10,50.0,,0.5,5.0
2018-04-08,5,50.0,,0.5,2.5
2018-04-09,24,50.0,,0.5,12.0
2018-04-10,24,50.0,,0.5,12.0
2018-04-11,24,50.0,,0.5,12.0
2018-04-12,40,50.0,,0.5,20.0
2018-04-13,100,50.0,,0.5,50.0
2018-04-14,14,50.0,,0.5,7.0
2018-04-15,3,50.0,,0.5,1.5
2018-04-16,37,50.0,,0.5,18.5
2018-04-17,31,50.0,,0.5,15.5
2018-04-18,31,50.0,,0.5,15.5
2018-04-19,29,50.0,,0.5,14.5
2018-04-20,30,50.0,,0.5,15.0
2018-04-21,7,50.0,,0.5,3.5
2018-04-22,8,50.0,,0.5,4.0
2018-04-23,19,50.0,,0.5,9.5
2018-04-24,23,50.0,,0.5,11.5
2018-04-25,27,50.0,,0.5,13.5
2018-04-26,20,50.0,,0.5,10.0
2018-04-27,21,50.0,,0.5,10.5
2018-04-28,4,50.0,,0.5,2.0
2018-04-29,5,50.0,,0.5,2.5
2018-04-30,23,50.0,,0.5,11.5
2018-05-01,57,29.0,False,0.29,16.529999999999998
2018-05-02,48,29.0,,0.29,13.919999999999998
2018-05-03,53,29.0,,0.29,15.37
2018-05-04,52,29.0,,0.29,15.079999999999998
2018-05-05,19,29.0,,0.29,5.51
2018-05-06,19,29.0,,0.29,5.51
2018-05-07,51,29.0,,0.29,14.79
2018-05-08,58,29.0,,0.29,16.82
2018-05-09,66,29.0,,0.29,19.139999999999997
2018-05-10,56,29.0,,0.29,16.24
2018-05-11,71,29.0,,0.29,20.59
2018-05-12,14,29.0,,0.29,4.06
2018-05-13,10,29.0,,0.29,2.9
2018-05-14,57,29.0,,0.29,16.529999999999998
2018-05-15,71,29.0,,0.29,20.59
2018-05-16,47,29.0,,0.29,13.629999999999999
2018-05-17,49,29.0,,0.29,14.209999999999999
2018-05-18,43,29.0,,0.29,12.469999999999999
2018-05-19,18,29.0,,0.29,5.22
2018-05-20,6,29.0,,0.29,1.7399999999999998
2018-05-21,48,29.0,,0.29,13.919999999999998
2018-05-22,62,29.0,,0.29,17.98
2018-05-23,63,29.0,,0.29,18.27
2018-05-24,53,29.0,,0.29,15.37
2018-05-25,46,29.0,,0.29,13.34
2018-05-26,8,29.0,,0.29,2.32
2018-05-27,11,29.0,,0.29,3.19
2018-05-28,9,29.0,,0.29,2.61
2018-05-29,93,29.0,,0.29,26.97
2018-05-30,100,29.0,,0.29,28.999999999999996
2018-05-31,87,29.0,,0.29,25.229999999999997
2018-06-01,77,35.0,False,0.35,26.95
2018-06-02,20,35.0,,0.35,7.0
2018-06-03,11,35.0,,0.35,3.8499999999999996
2018-06-04,60,35.0,,0.35,21.0
2018-06-05,70,35.0,,0.35,24.5
2018-06-06,74,35.0,,0.35,25.9
2018-06-07,66,35.0,,0.35,23.099999999999998
2018-06-08,52,35.0,,0.35,18.2
2018-06-09,13,35.0,,0.35,4.55
2018-06-10,14,35.0,,0.35,4.8999999999999995
2018-06-11,68,35.0,,0.35,23.799999999999997
2018-06-12,61,35.0,,0.35,21.349999999999998
2018-06-13,79,35.0,,0.35,27.65
2018-06-14,72,35.0,,0.35,25.2
2018-06-15,73,35.0,,0.35,25.549999999999997
2018-06-16,17,35.0,,0.35,5.949999999999999
2018-06-17,18,35.0,,0.35,6.3
2018-06-18,73,35.0,,0.35,25.549999999999997
2018-06-19,56,35.0,,0.35,19.599999999999998
2018-06-20,67,35.0,,0.35,23.45
2018-06-21,54,35.0,,0.35,18.9
2018-06-22,69,35.0,,0.35,24.15
2018-06-23,21,35.0,,0.35,7.35
2018-06-24,15,35.0,,0.35,5.25
2018-06-25,79,35.0,,0.35,27.65
2018-06-26,75,35.0,,0.35,26.25
2018-06-27,70,35.0,,0.35,24.5
2018-06-28,97,35.0,,0.35,33.949999999999996
2018-06-29,100,35.0,,0.35,35.0
2018-06-30,16,35.0,,0.35,5.6
2018-07-01,6,42.0,False,0.42,2.52
2018-07-02,23,42.0,,0.42,9.66
2018-07-03,26,42.0,,0.42,10.92
2018-07-04,9,42.0,,0.42,3.78
2018-07-05,28,42.0,,0.42,11.76
2018-07-06,24,42.0,,0.42,10.08
2018-07-07,8,42.0,,0.42,3.36
2018-07-08,4,42.0,,0.42,1.68
2018-07-09,36,42.0,,0.42,15.12
2018-07-10,33,42.0,,0.42,13.86
2018-07-11,29,42.0,,0.42,12.18
2018-07-12,40,42.0,,0.42,16.8
2018-07-13,100,42.0,,0.42,42.0
2018-07-14,14,42.0,,0.42,5.88
2018-07-15,6,42.0,,0.42,2.52
2018-07-16,47,42.0,,0.42,19.74
2018-07-17,41,42.0,,0.42,17.22
2018-07-18,38,42.0,,0.42,15.959999999999999
2018-07-19,35,42.0,,0.42,14.7
2018-07-20,29,42.0,,0.42,12.18
2018-07-21,7,42.0,,0.42,2.94
2018-07-22,5,42.0,,0.42,2.1
2018-07-23,35,42.0,,0.42,14.7
2018-07-24,39,42.0,,0.42,16.38
2018-07-25,25,42.0,,0.42,10.5
2018-07-26,30,42.0,,0.42,12.6
2018-07-27,29,42.0,,0.42,12.18
2018-07-28,12,42.0,,0.42,5.04
2018-07-29,6,42.0,,0.42,2.52
2018-07-30,31,42.0,,0.42,13.02
2018-07-31,30,42.0,,0.42,12.6
2018-08-01,82,31.0,False,0.31,25.419999999999998
2018-08-02,57,31.0,,0.31,17.669999999999998
2018-08-03,84,31.0,,0.31,26.04
2018-08-04,24,31.0,,0.31,7.4399999999999995
2018-08-05,18,31.0,,0.31,5.58
2018-08-06,73,31.0,,0.31,22.63
2018-08-07,78,31.0,,0.31,24.18
2018-08-08,72,31.0,,0.31,22.32
2018-08-09,60,31.0,,0.31,18.6
2018-08-10,64,31.0,,0.31,19.84
2018-08-11,20,31.0,,0.31,6.2
2018-08-12,15,31.0,,0.31,4.65
2018-08-13,66,31.0,,0.31,20.46
2018-08-14,65,31.0,,0.31,20.15
2018-08-15,58,31.0,,0.31,17.98
2018-08-16,61,31.0,,0.31,18.91
2018-08-17,60,31.0,,0.31,18.6
2018-08-18,18,31.0,,0.31,5.58
2018-08-19,17,31.0,,0.31,5.27
2018-08-20,48,31.0,,0.31,14.879999999999999
2018-08-21,100,31.0,,0.31,31.0
2018-08-22,74,31.0,,0.31,22.94
2018-08-23,56,31.0,,0.31,17.36
2018-08-24,56,31.0,,0.31,17.36
2018-08-25,19,31.0,,0.31,5.89
2018-08-26,15,31.0,,0.31,4.65
2018-08-27,72,31.0,,0.31,22.32
2018-08-28,67,31.0,,0.31,20.77
2018-08-29,60,31.0,,0.31,18.6
2018-08-30,67,31.0,,0.31,20.77
2018-08-31,54,31.0,,0.31,16.74
2018-09-01,20,27.0,False,0.27,5.4
2018-09-02,8,27.0,,0.27,2.16
2018-09-03,18,27.0,,0.27,4.86
2018-09-04,64,27.0,,0.27,17.28
2018-09-05,59,27.0,,0.27,15.930000000000001
2018-09-06,48,27.0,,0.27,12.96
2018-09-07,51,27.0,,0.27,13.770000000000001
2018-09-08,9,27.0,,0.27,2.43
2018-09-09,0,27.0,,0.27,0.0
2018-09-10,35,27.0,,0.27,9.450000000000001
2018-09-11,48,27.0,,0.27,12.96
2018-09-12,52,27.0,,0.27,14.040000000000001
2018-09-13,68,27.0,,0.27,18.36
2018-09-14,45,27.0,,0.27,12.15
2018-09-15,15,27.0,,0.27,4.050000000000001
2018-09-16,13,27.0,,0.27,3.5100000000000002
2018-09-17,44,27.0,,0.27,11.88
2018-09-18,65,27.0,,0.27,17.55
2018-09-19,83,27.0,,0.27,22.41
2018-09-20,100,27.0,,0.27,27.0
2018-09-21,71,27.0,,0.27,19.17
2018-09-22,25,27.0,,0.27,6.75
2018-09-23,16,27.0,,0.27,4.32
2018-09-24,59,27.0,,0.27,15.930000000000001
2018-09-25,80,27.0,,0.27,21.6
2018-09-26,69,27.0,,0.27,18.630000000000003
2018-09-27,52,27.0,,0.27,14.040000000000001
2018-09-28,54,27.0,,0.27,14.580000000000002
2018-09-29,15,27.0,,0.27,4.050000000000001
2018-09-30,21,27.0,,0.27,5.67
2018-10-01,30,40.0,False,0.4,12.0
2018-10-02,30,40.0,,0.4,12.0
2018-10-03,34,40.0,,0.4,13.600000000000001
2018-10-04,38,40.0,,0.4,15.200000000000001
2018-10-05,33,40.0,,0.4,13.200000000000001
2018-10-06,9,40.0,,0.4,3.6
2018-10-07,3,40.0,,0.4,1.2000000000000002
2018-10-08,24,40.0,,0.4,9.600000000000001
2018-10-09,31,40.0,,0.4,12.4
2018-10-10,30,40.0,,0.4,12.0
2018-10-11,48,40.0,,0.4,19.200000000000003
2018-10-12,100,40.0,,0.4,40.0
2018-10-13,10,40.0,,0.4,4.0
2018-10-14,6,40.0,,0.4,2.4000000000000004
2018-10-15,39,40.0,,0.4,15.600000000000001
2018-10-16,35,40.0,,0.4,14.0
2018-10-17,36,40.0,,0.4,14.4
2018-10-18,32,40.0,,0.4,12.8
2018-10-19,26,40.0,,0.4,10.4
2018-10-20,6,40.0,,0.4,2.4000000000000004
2018-10-21,6,40.0,,0.4,2.4000000000000004
2018-10-22,24,40.0,,0.4,9.600000000000001
2018-10-23,32,40.0,,0.4,12.8
2018-10-24,32,40.0,,0.4,12.8
2018-10-25,34,40.0,,0.4,13.600000000000001
2018-10-26,31,40.0,,0.4,12.4
2018-10-27,9,40.0,,0.4,3.6
2018-10-28,9,40.0,,0.4,3.6
2018-10-29,31,40.0,,0.4,12.4
2018-10-30,34,40.0,,0.4,13.600000000000001
2018-10-31,37,40.0,,0.4,14.8
2018-11-01,62,30.0,False,0.3,18.599999999999998
2018-11-02,54,30.0,,0.3,16.2
2018-11-03,18,30.0,,0.3,5.3999999999999995
2018-11-04,13,30.0,,0.3,3.9
2018-11-05,46,30.0,,0.3,13.799999999999999
2018-11-06,55,30.0,,0.3,16.5
2018-11-07,48,30.0,,0.3,14.399999999999999
2018-11-08,62,30.0,,0.3,18.599999999999998
2018-11-09,49,30.0,,0.3,14.7
2018-11-10,15,30.0,,0.3,4.5
2018-11-11,15,30.0,,0.3,4.5
2018-11-12,46,30.0,,0.3,13.799999999999999
2018-11-13,40,30.0,,0.3,12.0
2018-11-14,75,30.0,,0.3,22.5
2018-11-15,100,30.0,,0.3,30.0
2018-11-16,50,30.0,,0.3,15.0
2018-11-17,23,30.0,,0.3,6.8999999999999995
2018-11-18,16,30.0,,0.3,4.8
2018-11-19,56,30.0,,0.3,16.8
2018-11-20,66,30.0,,0.3,19.8
2018-11-21,47,30.0,,0.3,14.1
2018-11-22,13,30.0,,0.3,3.9
2018-11-23,36,30.0,,0.3,10.799999999999999
2018-11-24,4,30.0,,0.3,1.2
2018-11-25,21,30.0,,0.3,6.3
2018-11-26,55,30.0,,0.3,16.5
2018-11-27,61,30.0,,0.3,18.3
2018-11-28,64,30.0,,0.3,19.2
2018-11-29,68,30.0,,0.3,20.4
2018-11-30,59,30.0,,0.3,17.7
2018-12-01,14,32.0,False,0.32,4.48
2018-12-02,7,32.0,,0.32,2.24
2018-12-03,79,32.0,,0.32,25.28
2018-12-04,78,32.0,,0.32,24.96
2018-12-05,46,32.0,,0.32,14.72
2018-12-06,78,32.0,,0.32,24.96
2018-12-07,60,32.0,,0.32,19.2
2018-12-08,28,32.0,,0.32,8.96
2018-12-09,13,32.0,,0.32,4.16
2018-12-10,74,32.0,,0.32,23.68
2018-12-11,77,32.0,,0.32,24.64
2018-12-12,96,32.0,,0.32,30.72
2018-12-13,69,32.0,,0.32,22.080000000000002
2018-12-14,70,32.0,,0.32,22.400000000000002
2018-12-15,24,32.0,,0.32,7.68
2018-12-16,12,32.0,,0.32,3.84
2018-12-17,57,32.0,,0.32,18.240000000000002
2018-12-18,62,32.0,,0.32,19.84
2018-12-19,88,32.0,,0.32,28.16
2018-12-20,100,32.0,,0.32,32.0
2018-12-21,69,32.0,,0.32,22.080000000000002
2018-12-22,25,32.0,,0.32,8.0
2018-12-23,22,32.0,,0.32,7.04
2018-12-24,60,32.0,,0.32,19.2
2018-12-25,24,32.0,,0.32,7.68
2018-12-26,77,32.0,,0.32,24.64
2018-12-27,88,32.0,,0.32,28.16
2018-12-28,80,32.0,,0.32,25.6
2018-12-29,19,32.0,,0.32,6.08
2018-12-30,10,32.0,,0.32,3.2
2018-12-31,59,32.0,,0.32,18.88
2019-01-01,5,46.0,False,0.46,2.3000000000000003
2019-01-02,28,46.0,,0.46,12.88
2019-01-03,31,46.0,,0.46,14.26
2019-01-04,42,46.0,,0.46,19.32
2019-01-05,16,46.0,,0.46,7.36
2019-01-06,12,46.0,,0.46,5.5200000000000005
2019-01-07,34,46.0,,0.46,15.64
2019-01-08,42,46.0,,0.46,19.32
2019-01-09,39,46.0,,0.46,17.94
2019-01-10,32,46.0,,0.46,14.72
2019-01-11,30,46.0,,0.46,13.8
2019-01-12,7,46.0,,0.46,3.22
2019-01-13,3,46.0,,0.46,1.3800000000000001
2019-01-14,39,46.0,,0.46,17.94
2019-01-15,100,46.0,,0.46,46.0
2019-01-16,46,46.0,,0.46,21.16
2019-01-17,27,46.0,,0.46,12.42
2019-01-18,29,46.0,,0.46,13.34
2019-01-19,12,46.0,,0.46,5.5200000000000005
2019-01-20,8,46.0,,0.46,3.68
2019-01-21,6,46.0,,0.46,2.7600000000000002
2019-01-22,23,46.0,,0.46,10.58
2019-01-23,25,46.0,,0.46,11.5
2019-01-24,18,46.0,,0.46,8.280000000000001
2019-01-25,21,46.0,,0.46,9.66
2019-01-26,6,46.0,,0.46,2.7600000000000002
2019-01-27,6,46.0,,0.46,2.7600000000000002
2019-01-28,18,46.0,,0.46,8.280000000000001
2019-01-29,24,46.0,,0.46,11.040000000000001
2019-01-30,25,46.0,,0.46,11.5
2019-01-31,25,46.0,,0.46,11.5
2019-02-01,29,37.0,False,0.37,10.73
2019-02-02,9,37.0,,0.37,3.33
2019-02-03,7,37.0,,0.37,2.59
2019-02-04,22,37.0,,0.37,8.14
2019-02-05,28,37.0,,0.37,10.36
2019-02-06,17,37.0,,0.37,6.29
2019-02-07,26,37.0,,0.37,9.62
2019-02-08,23,37.0,,0.37,8.51
2019-02-09,10,37.0,,0.37,3.7
2019-02-10,5,37.0,,0.37,1.85
2019-02-11,23,37.0,,0.37,8.51
2019-02-12,32,37.0,,0.37,11.84
2019-02-13,34,37.0,,0.37,12.58
2019-02-14,100,37.0,,0.37,37.0
2019-02-15,79,37.0,,0.37,29.23
2019-02-16,30,37.0,,0.37,11.1
2019-02-17,14,37.0,,0.37,5.18
2019-02-18,19,37.0,,0.37,7.03
2019-02-19,31,37.0,,0.37,11.47
2019-02-20,33,37.0,,0.37,12.209999999999999
2019-02-21,31,37.0,,0.37,11.47
2019-02-22,34,37.0,,0.37,12.58
2019-02-23,14,37.0,,0.37,5.18
2019-02-24,11,37.0,,0.37,4.07
2019-02-25,33,37.0,,0.37,12.209999999999999
2019-02-26,43,37.0,,0.37,15.91
2019-02-27,32,37.0,,0.37,11.84
2019-02-28,21,37.0,,0.37,7.77
2019-03-01,67,31.0,False,0.31,20.77
2019-03-02,19,31.0,,0.31,5.89
2019-03-03,6,31.0,,0.31,1.8599999999999999
2019-03-04,73,31.0,,0.31,22.63
2019-03-05,66,31.0,,0.31,20.46
2019-03-06,63,31.0,,0.31,19.53
2019-03-07,60,31.0,,0.31,18.6
2019-03-08,62,31.0,,0.31,19.22
2019-03-09,22,31.0,,0.31,6.82
2019-03-10,18,31.0,,0.31,5.58
2019-03-11,64,31.0,,0.31,19.84
2019-03-12,68,31.0,,0.31,21.08
2019-03-13,64,31.0,,0.31,19.84
2019-03-14,59,31.0,,0.31,18.29
2019-03-15,71,31.0,,0.31,22.01
2019-03-16,26,31.0,,0.31,8.06
2019-03-17,10,31.0,,0.31,3.1
2019-03-18,71,31.0,,0.31,22.01
2019-03-19,86,31.0,,0.31,26.66
2019-03-20,56,31.0,,0.31,17.36
2019-03-21,67,31.0,,0.31,20.77
2019-03-22,84,31.0,,0.31,26.04
2019-03-23,33,31.0,,0.31,10.23
2019-03-24,33,31.0,,0.31,10.23
2019-03-25,92,31.0,,0.31,28.52
2019-03-26,100,31.0,,0.31,31.0
2019-03-27,88,31.0,,0.31,27.28
2019-03-28,91,31.0,,0.31,28.21
2019-03-29,89,31.0,,0.31,27.59
2019-03-30,27,31.0,,0.31,8.37
2019-03-31,16,31.0,,0.31,4.96
2019-04-01,27,44.0,False,0.44,11.88
2019-04-02,29,44.0,,0.44,12.76
2019-04-03,33,44.0,,0.44,14.52
2019-04-04,34,44.0,,0.44,14.96
2019-04-05,28,44.0,,0.44,12.32
2019-04-06,11,44.0,,0.44,4.84
2019-04-07,11,44.0,,0.44,4.84
2019-04-08,24,44.0,,0.44,10.56
2019-04-09,26,44.0,,0.44,11.44
2019-04-10,33,44.0,,0.44,14.52
2019-04-11,30,44.0,,0.44,13.2
2019-04-12,100,44.0,,0.44,44.0
2019-04-13,19,44.0,,0.44,8.36
2019-04-14,11,44.0,,0.44,4.84
2019-04-15,32,44.0,,0.44,14.08
2019-04-16,31,44.0,,0.44,13.64
2019-04-17,35,44.0,,0.44,15.4
2019-04-18,33,44.0,,0.44,14.52
2019-04-19,12,44.0,,0.44,5.28
2019-04-20,7,44.0,,0.44,3.08
2019-04-21,4,44.0,,0.44,1.76
2019-04-22,28,44.0,,0.44,12.32
2019-04-23,26,44.0,,0.44,11.44
2019-04-24,29,44.0,,0.44,12.76
2019-04-25,27,44.0,,0.44,11.88
2019-04-26,27,44.0,,0.44,11.88
2019-04-27,6,44.0,,0.44,2.64
2019-04-28,5,44.0,,0.44,2.2
2019-04-29,32,44.0,,0.44,14.08
2019-04-30,33,44.0,,0.44,14.52
2019-05-01,78,32.0,False,0.32,24.96
2019-05-02,77,32.0,,0.32,24.64
2019-05-03,99,32.0,,0.32,31.68
2019-05-04,25,32.0,,0.32,8.0
2019-05-05,18,32.0,,0.32,5.76
2019-05-06,100,32.0,,0.32,32.0
2019-05-07,70,32.0,,0.32,22.400000000000002
2019-05-08,74,32.0,,0.32,23.68
2019-05-09,73,32.0,,0.32,23.36
2019-05-10,63,32.0,,0.32,20.16
2019-05-11,16,32.0,,0.32,5.12
2019-05-12,17,32.0,,0.32,5.44
2019-05-13,74,32.0,,0.32,23.68
2019-05-14,76,32.0,,0.32,24.32
2019-05-15,63,32.0,,0.32,20.16
2019-05-16,87,32.0,,0.32,27.84
2019-05-17,59,32.0,,0.32,18.88
2019-05-18,33,32.0,,0.32,10.56
2019-05-19,13,32.0,,0.32,4.16
2019-05-20,74,32.0,,0.32,23.68
2019-05-21,74,32.0,,0.32,23.68
2019-05-22,75,32.0,,0.32,24.0
2019-05-23,62,32.0,,0.32,19.84
2019-05-24,60,32.0,,0.32,19.2
2019-05-25,26,32.0,,0.32,8.32
2019-05-26,11,32.0,,0.32,3.52
2019-05-27,13,32.0,,0.32,4.16
2019-05-28,75,32.0,,0.32,24.0
2019-05-29,69,32.0,,0.32,22.080000000000002
2019-05-30,90,32.0,,0.32,28.8
2019-05-31,72,32.0,,0.32,23.04
2019-06-01,22,31.0,False,0.31,6.82
2019-06-02,19,31.0,,0.31,5.89
2019-06-03,62,31.0,,0.31,19.22
2019-06-04,85,31.0,,0.31,26.35
2019-06-05,86,31.0,,0.31,26.66
2019-06-06,62,31.0,,0.31,19.22
2019-06-07,78,31.0,,0.31,24.18
2019-06-08,17,31.0,,0.31,5.27
2019-06-09,13,31.0,,0.31,4.03
2019-06-10,75,31.0,,0.31,23.25
2019-06-11,76,31.0,,0.31,23.56
2019-06-12,70,31.0,,0.31,21.7
2019-06-13,63,31.0,,0.31,19.53
2019-06-14,46,31.0,,0.31,14.26
2019-06-15,31,31.0,,0.31,9.61
2019-06-16,18,31.0,,0.31,5.58
2019-06-17,58,31.0,,0.31,17.98
2019-06-18,71,31.0,,0.31,22.01
2019-06-19,79,31.0,,0.31,24.49
2019-06-20,68,31.0,,0.31,21.08
2019-06-21,79,31.0,,0.31,24.49
2019-06-22,26,31.0,,0.31,8.06
2019-06-23,11,31.0,,0.31,3.41
2019-06-24,63,31.0,,0.31,19.53
2019-06-25,72,31.0,,0.31,22.32
2019-06-26,60,31.0,,0.31,18.6
2019-06-27,93,31.0,,0.31,28.83
2019-06-28,100,31.0,,0.31,31.0
2019-06-29,34,31.0,,0.31,10.54
2019-06-30,28,31.0,,0.31,8.68
2019-07-01,48,39.0,False,0.39,18.72
2019-07-02,41,39.0,,0.39,15.99
2019-07-03,33,39.0,,0.39,12.870000000000001
2019-07-04,11,39.0,,0.39,4.29
2019-07-05,30,39.0,,0.39,11.700000000000001
2019-07-06,11,39.0,,0.39,4.29
2019-07-07,8,39.0,,0.39,3.12
2019-07-08,36,39.0,,0.39,14.040000000000001
2019-07-09,39,39.0,,0.39,15.21
2019-07-10,48,39.0,,0.39,18.72
2019-07-11,40,39.0,,0.39,15.600000000000001
2019-07-12,39,39.0,,0.39,15.21
