date,JPM_unscaled,JPM_monthly,isPartial,scale,JPM
2022-07-21,22,51.0,,0.51,11.22
2022-07-22,23,51.0,,0.51,11.73
2022-07-23,5,51.0,,0.51,2.55
2022-07-24,3,51.0,,0.51,1.53
2022-07-25,22,51.0,,0.51,11.22
2022-07-26,21,51.0,,0.51,10.71
2022-07-27,26,51.0,,0.51,13.26
2022-07-28,21,51.0,,0.51,10.71
2022-07-29,22,51.0,,0.51,11.22
2022-07-30,6,51.0,,0.51,3.06
2022-07-31,6,51.0,,0.51,3.06
2022-08-01,74,39.0,False,0.39,28.86
2022-08-02,79,39.0,,0.39,30.810000000000002
2022-08-03,80,39.0,,0.39,31.200000000000003
2022-08-04,95,39.0,,0.39,37.050000000000004
2022-08-05,93,39.0,,0.39,36.27
2022-08-06,38,39.0,,0.39,14.82
2022-08-07,18,39.0,,0.39,7.0200000000000005
2022-08-08,86,39.0,,0.39,33.54
2022-08-09,72,39.0,,0.39,28.080000000000002
2022-08-10,74,39.0,,0.39,28.86
2022-08-11,100,39.0,,0.39,39.0
2022-08-12,77,39.0,,0.39,30.03
2022-08-13,26,39.0,,0.39,10.14
2022-08-14,28,39.0,,0.39,10.92
2022-08-15,97,39.0,,0.39,37.83
2022-08-16,93,39.0,,0.39,36.27
2022-08-17,62,39.0,,0.39,24.18
2022-08-18,63,39.0,,0.39,24.57
2022-08-19,70,39.0,,0.39,27.3
2022-08-20,30,39.0,,0.39,11.700000000000001
2022-08-21,17,39.0,,0.39,6.63
2022-08-22,61,39.0,,0.39,23.79
2022-08-23,72,39.0,,0.39,28.080000000000002
2022-08-24,71,39.0,,0.39,27.69
2022-08-25,67,39.0,,0.39,26.130000000000003
2022-08-26,60,39.0,,0.39,23.400000000000002
2022-08-27,26,39.0,,0.39,10.14
2022-08-28,12,39.0,,0.39,4.68
2022-08-29,62,39.0,,0.39,24.18
2022-08-30,75,39.0,,0.39,29.25
2022-08-31,73,39.0,,0.39,28.470000000000002
2022-09-01,74,33.0,False,0.33,24.42
2022-09-02,60,33.0,,0.33,19.8
2022-09-03,34,33.0,,0.33,11.22
2022-09-04,20,33.0,,0.33,6.6000000000000005
2022-09-05,23,33.0,,0.33,7.590000000000001
2022-09-06,72,33.0,,0.33,23.76
2022-09-07,76,33.0,,0.33,25.080000000000002
2022-09-08,79,33.0,,0.33,26.07
2022-09-09,62,33.0,,0.33,20.46
2022-09-10,25,33.0,,0.33,8.25
2022-09-11,17,33.0,,0.33,5.61
2022-09-12,71,33.0,,0.33,23.43
2022-09-13,100,33.0,,0.33,33.0
2022-09-14,82,33.0,,0.33,27.060000000000002
2022-09-15,69,33.0,,0.33,22.77
2022-09-16,77,33.0,,0.33,25.41
2022-09-17,21,33.0,,0.33,6.930000000000001
2022-09-18,12,33.0,,0.33,3.96
2022-09-19,65,33.0,,0.33,21.45
2022-09-20,72,33.0,,0.33,23.76
2022-09-21,84,33.0,,0.33,27.720000000000002
2022-09-22,85,33.0,,0.33,28.05
2022-09-23,77,33.0,,0.33,25.41
2022-09-24,27,33.0,,0.33,8.91
2022-09-25,15,33.0,,0.33,4.95
2022-09-26,79,33.0,,0.33,26.07
2022-09-27,83,33.0,,0.33,27.39
2022-09-28,90,33.0,,0.33,29.700000000000003
2022-09-29,76,33.0,,0.33,25.080000000000002
2022-09-30,88,33.0,,0.33,29.040000000000003
2022-10-01,12,48.0,False,0.48,5.76
2022-10-02,11,48.0,,0.48,5.279999999999999
2022-10-03,33,48.0,,0.48,15.84
2022-10-04,37,48.0,,0.48,17.759999999999998
2022-10-05,34,48.0,,0.48,16.32
2022-10-06,30,48.0,,0.48,14.399999999999999
2022-10-07,26,48.0,,0.48,12.48
2022-10-08,15,48.0,,0.48,7.199999999999999
2022-10-09,13,48.0,,0.48,6.24
2022-10-10,37,48.0,,0.48,17.759999999999998
2022-10-11,43,48.0,,0.48,20.64
2022-10-12,36,48.0,,0.48,17.28
2022-10-13,59,48.0,,0.48,28.32
2022-10-14,100,48.0,,0.48,48.0
2022-10-15,19,48.0,,0.48,9.12
2022-10-16,14,48.0,,0.48,6.72
2022-10-17,44,48.0,,0.48,21.119999999999997
2022-10-18,50,48.0,,0.48,24.0
2022-10-19,41,48.0,,0.48,19.68
2022-10-20,39,48.0,,0.48,18.72
2022-10-21,40,48.0,,0.48,19.2
2022-10-22,17,48.0,,0.48,8.16
2022-10-23,9,48.0,,0.48,4.32
2022-10-24,31,48.0,,0.48,14.879999999999999
2022-10-25,38,48.0,,0.48,18.24
2022-10-26,33,48.0,,0.48,15.84
2022-10-27,42,48.0,,0.48,20.16
2022-10-28,33,48.0,,0.48,15.84
2022-10-29,13,48.0,,0.48,6.24
2022-10-30,14,48.0,,0.48,6.72
2022-10-31,35,48.0,,0.48,16.8
2022-11-01,80,36.0,False,0.36,28.799999999999997
2022-11-02,100,36.0,,0.36,36.0
2022-11-03,81,36.0,,0.36,29.16
2022-11-04,84,36.0,,0.36,30.24
2022-11-05,25,36.0,,0.36,9.0
2022-11-06,24,36.0,,0.36,8.64
2022-11-07,73,36.0,,0.36,26.279999999999998
2022-11-08,63,36.0,,0.36,22.68
2022-11-09,78,36.0,,0.36,28.08
2022-11-10,92,36.0,,0.36,33.12
2022-11-11,73,36.0,,0.36,26.279999999999998
2022-11-12,27,36.0,,0.36,9.719999999999999
2022-11-13,12,36.0,,0.36,4.32
2022-11-14,82,36.0,,0.36,29.52
2022-11-15,72,36.0,,0.36,25.919999999999998
2022-11-16,74,36.0,,0.36,26.64
2022-11-17,76,36.0,,0.36,27.36
2022-11-18,70,36.0,,0.36,25.2
2022-11-19,25,36.0,,0.36,9.0
2022-11-20,17,36.0,,0.36,6.12
2022-11-21,80,36.0,,0.36,28.799999999999997
2022-11-22,65,36.0,,0.36,23.4
2022-11-23,58,36.0,,0.36,20.88
2022-11-24,20,36.0,,0.36,7.199999999999999
2022-11-25,45,36.0,,0.36,16.2
2022-11-26,20,36.0,,0.36,7.199999999999999
2022-11-27,11,36.0,,0.36,3.96
2022-11-28,78,36.0,,0.36,28.08
2022-11-29,62,36.0,,0.36,22.32
2022-11-30,65,36.0,,0.36,23.4
2022-12-01,92,34.0,False,0.34,31.28
2022-12-02,74,34.0,,0.34,25.16
2022-12-03,28,34.0,,0.34,9.520000000000001
2022-12-04,19,34.0,,0.34,6.460000000000001
2022-12-05,98,34.0,,0.34,33.32
2022-12-06,100,34.0,,0.34,34.0
2022-12-07,86,34.0,,0.34,29.240000000000002
2022-12-08,77,34.0,,0.34,26.180000000000003
2022-12-09,70,34.0,,0.34,23.8
2022-12-10,35,34.0,,0.34,11.9
2022-12-11,19,34.0,,0.34,6.460000000000001
2022-12-12,86,34.0,,0.34,29.240000000000002
2022-12-13,81,34.0,,0.34,27.540000000000003
2022-12-14,85,34.0,,0.34,28.900000000000002
2022-12-15,97,34.0,,0.34,32.980000000000004
2022-12-16,85,34.0,,0.34,28.900000000000002
2022-12-17,34,34.0,,0.34,11.56
2022-12-18,21,34.0,,0.34,7.140000000000001
2022-12-19,82,34.0,,0.34,27.880000000000003
2022-12-20,89,34.0,,0.34,30.26
2022-12-21,95,34.0,,0.34,32.300000000000004
2022-12-22,87,34.0,,0.34,29.580000000000002
2022-12-23,63,34.0,,0.34,21.42
2022-12-24,34,34.0,,0.34,11.56
2022-12-25,11,34.0,,0.34,3.74
2022-12-26,37,34.0,,0.34,12.58
2022-12-27,70,34.0,,0.34,23.8
2022-12-28,84,34.0,,0.34,28.560000000000002
2022-12-29,80,34.0,,0.34,27.200000000000003
2022-12-30,75,34.0,,0.34,25.500000000000004
2022-12-31,35,34.0,,0.34,11.9
2023-01-01,6,56.0,False,0.56,3.3600000000000003
2023-01-02,13,56.0,,0.56,7.280000000000001
2023-01-03,43,56.0,,0.56,24.080000000000002
2023-01-04,43,56.0,,0.56,24.080000000000002
2023-01-05,45,56.0,,0.56,25.200000000000003
2023-01-06,43,56.0,,0.56,24.080000000000002
2023-01-07,17,56.0,,0.56,9.520000000000001
2023-01-08,23,56.0,,0.56,12.88
2023-01-09,50,56.0,,0.56,28.000000000000004
2023-01-10,57,56.0,,0.56,31.92
2023-01-11,46,56.0,,0.56,25.76
2023-01-12,59,56.0,,0.56,33.040000000000006
2023-01-13,100,56.0,,0.56,56.00000000000001
2023-01-14,21,56.0,,0.56,11.760000000000002
2023-01-15,15,56.0,,0.56,8.4
2023-01-16,16,56.0,,0.56,8.96
2023-01-17,46,56.0,,0.56,25.76
2023-01-18,38,56.0,,0.56,21.28
2023-01-19,31,56.0,,0.56,17.360000000000003
2023-01-20,31,56.0,,0.56,17.360000000000003
2023-01-21,14,56.0,,0.56,7.840000000000001
2023-01-22,10,56.0,,0.56,5.6000000000000005
2023-01-23,31,56.0,,0.56,17.360000000000003
2023-01-24,33,56.0,,0.56,18.48
2023-01-25,29,56.0,,0.56,16.240000000000002
2023-01-26,34,56.0,,0.56,19.040000000000003
2023-01-27,28,56.0,,0.56,15.680000000000001
2023-01-28,10,56.0,,0.56,5.6000000000000005
2023-01-29,8,56.0,,0.56,4.48
2023-01-30,31,56.0,,0.56,17.360000000000003
2023-01-31,30,56.0,,0.56,16.8
2023-02-01,100,34.0,False,0.34,34.0
2023-02-02,86,34.0,,0.34,29.240000000000002
2023-02-03,85,34.0,,0.34,28.900000000000002
2023-02-04,28,34.0,,0.34,9.520000000000001
2023-02-05,27,34.0,,0.34,9.180000000000001
2023-02-06,73,34.0,,0.34,24.82
2023-02-07,68,34.0,,0.34,23.12
2023-02-08,81,34.0,,0.34,27.540000000000003
2023-02-09,80,34.0,,0.34,27.200000000000003
2023-02-10,77,34.0,,0.34,26.180000000000003
2023-02-11,35,34.0,,0.34,11.9
2023-02-12,19,34.0,,0.34,6.460000000000001
2023-02-13,64,34.0,,0.34,21.76
2023-02-14,90,34.0,,0.34,30.6
2023-02-15,61,34.0,,0.34,20.740000000000002
2023-02-16,73,34.0,,0.34,24.82
2023-02-17,76,34.0,,0.34,25.840000000000003
2023-02-18,39,34.0,,0.34,13.260000000000002
2023-02-19,19,34.0,,0.34,6.460000000000001
2023-02-20,30,34.0,,0.34,10.200000000000001
2023-02-21,59,34.0,,0.34,20.060000000000002
2023-02-22,77,34.0,,0.34,26.180000000000003
2023-02-23,67,34.0,,0.34,22.78
2023-02-24,92,34.0,,0.34,31.28
2023-02-25,26,34.0,,0.34,8.84
2023-02-26,18,34.0,,0.34,6.12
2023-02-27,92,34.0,,0.34,31.28
2023-02-28,77,34.0,,0.34,26.180000000000003
2023-03-01,15,82.0,False,0.82,12.299999999999999
2023-03-02,19,82.0,,0.82,15.579999999999998
2023-03-03,14,82.0,,0.82,11.479999999999999
2023-03-04,6,82.0,,0.82,4.92
2023-03-05,8,82.0,,0.82,6.56
2023-03-06,15,82.0,,0.82,12.299999999999999
2023-03-07,18,82.0,,0.82,14.76
2023-03-08,18,82.0,,0.82,14.76
2023-03-09,37,82.0,,0.82,30.34
2023-03-10,71,82.0,,0.82,58.22
2023-03-11,27,82.0,,0.82,22.139999999999997
2023-03-12,21,82.0,,0.82,17.22
2023-03-13,100,82.0,,0.82,82.0
2023-03-14,55,82.0,,0.82,45.099999999999994
2023-03-15,64,82.0,,0.82,52.48
2023-03-16,49,82.0,,0.82,40.18
2023-03-17,49,82.0,,0.82,40.18
2023-03-18,14,82.0,,0.82,11.479999999999999
2023-03-19,10,82.0,,0.82,8.2
2023-03-20,43,82.0,,0.82,35.26
2023-03-21,39,82.0,,0.82,31.979999999999997
2023-03-22,31,82.0,,0.82,25.419999999999998
2023-03-23,30,82.0,,0.82,24.599999999999998
2023-03-24,32,82.0,,0.82,26.24
2023-03-25,11,82.0,,0.82,9.02
2023-03-26,6,82.0,,0.82,4.92
2023-03-27,30,82.0,,0.82,24.599999999999998
2023-03-28,24,82.0,,0.82,19.68
2023-03-29,26,82.0,,0.82,21.32
2023-03-30,28,82.0,,0.82,22.959999999999997
2023-03-31,24,82.0,,0.82,19.68
2023-04-01,14,60.0,False,0.6,8.4
2023-04-02,8,60.0,,0.6,4.8
2023-04-03,25,60.0,,0.6,15.0
2023-04-04,28,60.0,,0.6,16.8
2023-04-05,24,60.0,,0.6,14.399999999999999
2023-04-06,21,60.0,,0.6,12.6
2023-04-07,14,60.0,,0.6,8.4
2023-04-08,8,60.0,,0.6,4.8
2023-04-09,5,60.0,,0.6,3.0
2023-04-10,22,60.0,,0.6,13.2
2023-04-11,24,60.0,,0.6,14.399999999999999
2023-04-12,26,60.0,,0.6,15.6
2023-04-13,33,60.0,,0.6,19.8
2023-04-14,100,60.0,,0.6,60.0
2023-04-15,19,60.0,,0.6,11.4
2023-04-16,9,60.0,,0.6,5.3999999999999995
2023-04-17,34,60.0,,0.6,20.4
2023-04-18,30,60.0,,0.6,18.0
2023-04-19,31,60.0,,0.6,18.599999999999998
2023-04-20,26,60.0,,0.6,15.6
2023-04-21,25,60.0,,0.6,15.0
2023-04-22,6,60.0,,0.6,3.5999999999999996
2023-04-23,5,60.0,,0.6,3.0
2023-04-24,23,60.0,,0.6,13.799999999999999
2023-04-25,25,60.0,,0.6,15.0
2023-04-26,22,60.0,,0.6,13.2
2023-04-27,26,60.0,,0.6,15.6
2023-04-28,23,60.0,,0.6,13.799999999999999
2023-04-29,12,60.0,,0.6,7.199999999999999
2023-04-30,8,60.0,,0.6,4.8
2023-05-01,100,58.0,False,0.58,57.99999999999999
2023-05-02,63,58.0,,0.58,36.54
2023-05-03,40,58.0,,0.58,23.2
2023-05-04,39,58.0,,0.58,22.619999999999997
2023-05-05,28,58.0,,0.58,16.24
2023-05-06,9,58.0,,0.58,5.22
2023-05-07,7,58.0,,0.58,4.06
2023-05-08,22,58.0,,0.58,12.76
2023-05-09,26,58.0,,0.58,15.079999999999998
2023-05-10,24,58.0,,0.58,13.919999999999998
2023-05-11,23,58.0,,0.58,13.34
2023-05-12,25,58.0,,0.58,14.499999999999998
2023-05-13,8,58.0,,0.58,4.64
2023-05-14,7,58.0,,0.58,4.06
2023-05-15,23,58.0,,0.58,13.34
2023-05-16,22,58.0,,0.58,12.76
2023-05-17,22,58.0,,0.58,12.76
2023-05-18,22,58.0,,0.58,12.76
2023-05-19,22,58.0,,0.58,12.76
2023-05-20,7,58.0,,0.58,4.06
2023-05-21,6,58.0,,0.58,3.4799999999999995
2023-05-22,27,58.0,,0.58,15.659999999999998
2023-05-23,25,58.0,,0.58,14.499999999999998
2023-05-24,19,58.0,,0.58,11.02
2023-05-25,27,58.0,,0.58,15.659999999999998
2023-05-26,21,58.0,,0.58,12.18
2023-05-27,5,58.0,,0.58,2.9
2023-05-28,5,58.0,,0.58,2.9
2023-05-29,7,58.0,,0.58,4.06
2023-05-30,24,58.0,,0.58,13.919999999999998
2023-05-31,23,58.0,,0.58,13.34
2023-06-01,96,47.0,False,0.47,45.12
2023-06-02,99,47.0,,0.47,46.529999999999994
2023-06-03,34,47.0,,0.47,15.979999999999999
2023-06-04,28,47.0,,0.47,13.16
2023-06-05,77,47.0,,0.47,36.19
2023-06-06,77,47.0,,0.47,36.19
2023-06-07,71,47.0,,0.47,33.37
2023-06-08,81,47.0,,0.47,38.07
2023-06-09,76,47.0,,0.47,35.72
2023-06-10,25,47.0,,0.47,11.75
2023-06-11,20,47.0,,0.47,9.399999999999999
2023-06-12,86,47.0,,0.47,40.419999999999995
2023-06-13,95,47.0,,0.47,44.65
2023-06-14,88,47.0,,0.47,41.36
2023-06-15,79,47.0,,0.47,37.129999999999995
2023-06-16,74,47.0,,0.47,34.78
2023-06-17,28,47.0,,0.47,13.16
2023-06-18,18,47.0,,0.47,8.459999999999999
2023-06-19,31,47.0,,0.47,14.569999999999999
2023-06-20,72,47.0,,0.47,33.839999999999996
2023-06-21,72,47.0,,0.47,33.839999999999996
2023-06-22,82,47.0,,0.47,38.54
2023-06-23,91,47.0,,0.47,42.769999999999996
2023-06-24,30,47.0,,0.47,14.1
2023-06-25,20,47.0,,0.47,9.399999999999999
2023-06-26,79,47.0,,0.47,37.129999999999995
2023-06-27,72,47.0,,0.47,33.839999999999996
2023-06-28,84,47.0,,0.47,39.48
2023-06-29,95,47.0,,0.47,44.65
2023-06-30,100,47.0,,0.47,47.0
2023-07-01,12,62.0,False,0.62,7.4399999999999995
2023-07-02,9,62.0,,0.62,5.58
2023-07-03,24,62.0,,0.62,14.879999999999999
2023-07-04,10,62.0,,0.62,6.2
2023-07-05,28,62.0,,0.62,17.36
2023-07-06,26,62.0,,0.62,16.12
2023-07-07,29,62.0,,0.62,17.98
2023-07-08,8,62.0,,0.62,4.96
2023-07-09,6,62.0,,0.62,3.7199999999999998
2023-07-10,28,62.0,,0.62,17.36
2023-07-11,32,62.0,,0.62,19.84
2023-07-12,37,62.0,,0.62,22.94
2023-07-13,43,62.0,,0.62,26.66
2023-07-14,100,62.0,,0.62,62.0
2023-07-15,17,62.0,,0.62,10.54
2023-07-16,12,62.0,,0.62,7.4399999999999995
2023-07-17,39,62.0,,0.62,24.18
2023-07-18,38,62.0,,0.62,23.56
2023-07-19,38,62.0,,0.62,23.56
2023-07-20,33,62.0,,0.62,20.46
2023-07-21,34,62.0,,0.62,21.08
2023-07-22,12,62.0,,0.62,7.4399999999999995
2023-07-23,11,62.0,,0.62,6.82
2023-07-24,34,62.0,,0.62,21.08
2023-07-25,28,62.0,,0.62,17.36
2023-07-26,30,62.0,,0.62,18.6
2023-07-27,29,62.0,,0.62,17.98
2023-07-28,31,62.0,,0.62,19.22
2023-07-29,10,62.0,,0.62,6.2
2023-07-30,5,62.0,,0.62,3.1
2023-07-31,29,62.0,,0.62,17.98
2023-08-01,80,39.0,False,0.39,31.200000000000003
2023-08-02,77,39.0,,0.39,30.03
2023-08-03,70,39.0,,0.39,27.3
2023-08-04,57,39.0,,0.39,22.23
2023-08-05,24,39.0,,0.39,9.36
2023-08-06,19,39.0,,0.39,7.41
2023-08-07,72,39.0,,0.39,28.080000000000002
2023-08-08,100,39.0,,0.39,39.0
2023-08-09,82,39.0,,0.39,31.98
2023-08-10,85,39.0,,0.39,33.15
2023-08-11,61,39.0,,0.39,23.79
2023-08-12,29,39.0,,0.39,11.31
2023-08-13,19,39.0,,0.39,7.41
2023-08-14,74,39.0,,0.39,28.86
2023-08-15,93,39.0,,0.39,36.27
2023-08-16,92,39.0,,0.39,35.88
2023-08-17,74,39.0,,0.39,28.86
2023-08-18,71,39.0,,0.39,27.69
2023-08-19,26,39.0,,0.39,10.14
2023-08-20,13,39.0,,0.39,5.07
2023-08-21,73,39.0,,0.39,28.470000000000002
2023-08-22,89,39.0,,0.39,34.71
2023-08-23,73,39.0,,0.39,28.470000000000002
2023-08-24,73,39.0,,0.39,28.470000000000002
2023-08-25,74,39.0,,0.39,28.86
2023-08-26,21,39.0,,0.39,8.19
2023-08-27,21,39.0,,0.39,8.19
2023-08-28,72,39.0,,0.39,28.080000000000002
2023-08-29,82,39.0,,0.39,31.98
2023-08-30,70,39.0,,0.39,27.3
2023-08-31,81,39.0,,0.39,31.59
2023-09-01,70,30.0,False,0.3,21.0
2023-09-02,21,30.0,,0.3,6.3
2023-09-03,17,30.0,,0.3,5.1
2023-09-04,24,30.0,,0.3,7.199999999999999
2023-09-05,71,30.0,,0.3,21.3
2023-09-06,78,30.0,,0.3,23.4
2023-09-07,76,30.0,,0.3,22.8
2023-09-08,76,30.0,,0.3,22.8
2023-09-09,36,30.0,,0.3,10.799999999999999
2023-09-10,20,30.0,,0.3,6.0
2023-09-11,69,30.0,,0.3,20.7
2023-09-12,89,30.0,,0.3,26.7
2023-09-13,77,30.0,,0.3,23.099999999999998
2023-09-14,81,30.0,,0.3,24.3
2023-09-15,76,30.0,,0.3,22.8
2023-09-16,36,30.0,,0.3,10.799999999999999
2023-09-17,24,30.0,,0.3,7.199999999999999
2023-09-18,79,30.0,,0.3,23.7
2023-09-19,71,30.0,,0.3,21.3
2023-09-20,80,30.0,,0.3,24.0
2023-09-21,77,30.0,,0.3,23.099999999999998
2023-09-22,81,30.0,,0.3,24.3
2023-09-23,39,30.0,,0.3,11.7
2023-09-24,16,30.0,,0.3,4.8
2023-09-25,58,30.0,,0.3,17.4
2023-09-26,76,30.0,,0.3,22.8
2023-09-27,72,30.0,,0.3,21.599999999999998
2023-09-28,100,30.0,,0.3,30.0
2023-09-29,69,30.0,,0.3,20.7
2023-09-30,33,30.0,,0.3,9.9
2023-10-01,11,47.0,False,0.47,5.17
2023-10-02,42,47.0,,0.47,19.74
2023-10-03,49,47.0,,0.47,23.029999999999998
2023-10-04,34,47.0,,0.47,15.979999999999999
2023-10-05,34,47.0,,0.47,15.979999999999999
2023-10-06,42,47.0,,0.47,19.74
2023-10-07,21,47.0,,0.47,9.87
2023-10-08,11,47.0,,0.47,5.17
2023-10-09,37,47.0,,0.47,17.39
2023-10-10,38,47.0,,0.47,17.86
2023-10-11,41,47.0,,0.47,19.27
2023-10-12,39,47.0,,0.47,18.33
2023-10-13,100,47.0,,0.47,47.0
2023-10-14,22,47.0,,0.47,10.34
2023-10-15,13,47.0,,0.47,6.109999999999999
2023-10-16,47,47.0,,0.47,22.09
2023-10-17,55,47.0,,0.47,25.849999999999998
2023-10-18,49,47.0,,0.47,23.029999999999998
2023-10-19,36,47.0,,0.47,16.919999999999998
2023-10-20,38,47.0,,0.47,17.86
2023-10-21,14,47.0,,0.47,6.58
2023-10-22,7,47.0,,0.47,3.29
2023-10-23,34,47.0,,0.47,15.979999999999999
2023-10-24,41,47.0,,0.47,19.27
2023-10-25,42,47.0,,0.47,19.74
2023-10-26,43,47.0,,0.47,20.209999999999997
2023-10-27,76,47.0,,0.47,35.72
2023-10-28,26,47.0,,0.47,12.219999999999999
2023-10-29,15,47.0,,0.47,7.05
2023-10-30,47,47.0,,0.47,22.09
2023-10-31,41,47.0,,0.47,19.27
2023-11-01,92,35.0,False,0.35,32.199999999999996
2023-11-02,85,35.0,,0.35,29.749999999999996
2023-11-03,77,35.0,,0.35,26.95
2023-11-04,30,35.0,,0.35,10.5
2023-11-05,18,35.0,,0.35,6.3
2023-11-06,86,35.0,,0.35,30.099999999999998
2023-11-07,73,35.0,,0.35,25.549999999999997
2023-11-08,75,35.0,,0.35,26.25
2023-11-09,71,35.0,,0.35,24.849999999999998
2023-11-10,65,35.0,,0.35,22.75
2023-11-11,28,35.0,,0.35,9.799999999999999
2023-11-12,22,35.0,,0.35,7.699999999999999
2023-11-13,62,35.0,,0.35,21.7
2023-11-14,85,35.0,,0.35,29.749999999999996
2023-11-15,89,35.0,,0.35,31.15
2023-11-16,84,35.0,,0.35,29.4
2023-11-17,79,35.0,,0.35,27.65
2023-11-18,33,35.0,,0.35,11.549999999999999
2023-11-19,14,35.0,,0.35,4.8999999999999995
2023-11-20,79,35.0,,0.35,27.65
2023-11-21,80,35.0,,0.35,28.0
2023-11-22,65,35.0,,0.35,22.75
2023-11-23,24,35.0,,0.35,8.399999999999999
2023-11-24,40,35.0,,0.35,14.0
2023-11-25,20,35.0,,0.35,7.0
2023-11-26,25,35.0,,0.35,8.75
2023-11-27,53,35.0,,0.35,18.549999999999997
2023-11-28,82,35.0,,0.35,28.7
2023-11-29,62,35.0,,0.35,21.7
2023-11-30,100,35.0,,0.35,35.0
2023-12-01,59,38.0,False,0.38,22.42
2023-12-02,24,38.0,,0.38,9.120000000000001
2023-12-03,19,38.0,,0.38,7.22
2023-12-04,71,38.0,,0.38,26.98
2023-12-05,61,38.0,,0.38,23.18
2023-12-06,69,38.0,,0.38,26.22
2023-12-07,68,38.0,,0.38,25.84
2023-12-08,61,38.0,,0.38,23.18
2023-12-09,29,38.0,,0.38,11.02
2023-12-10,21,38.0,,0.38,7.98
2023-12-11,77,38.0,,0.38,29.26
2023-12-12,87,38.0,,0.38,33.06
2023-12-13,82,38.0,,0.38,31.16
2023-12-14,100,38.0,,0.38,38.0
2023-12-15,94,38.0,,0.38,35.72
2023-12-16,35,38.0,,0.38,13.3
2023-12-17,15,38.0,,0.38,5.7
2023-12-18,79,38.0,,0.38,30.02
2023-12-19,84,38.0,,0.38,31.92
2023-12-20,81,38.0,,0.38,30.78
2023-12-21,89,38.0,,0.38,33.82
2023-12-22,65,38.0,,0.38,24.7
2023-12-23,23,38.0,,0.38,8.74
2023-12-24,18,38.0,,0.38,6.84
2023-12-25,12,38.0,,0.38,4.5600000000000005
2023-12-26,64,38.0,,0.38,24.32
2023-12-27,65,38.0,,0.38,24.7
2023-12-28,66,38.0,,0.38,25.080000000000002
2023-12-29,64,38.0,,0.38,24.32
2023-12-30,24,38.0,,0.38,9.120000000000001
2023-12-31,21,38.0,,0.38,7.98
