date,UNH_unscaled,UNH_monthly,isPartial,scale,UNH
2019-06-20,100,51.0,,0.51,51.0
2019-06-21,92,51.0,,0.51,46.92
2019-06-22,30,51.0,,0.51,15.3
2019-06-23,44,51.0,,0.51,22.44
2019-06-24,85,51.0,,0.51,43.35
2019-06-25,84,51.0,,0.51,42.84
2019-06-26,90,51.0,,0.51,45.9
2019-06-27,91,51.0,,0.51,46.410000000000004
2019-06-28,77,51.0,,0.51,39.27
2019-06-29,42,51.0,,0.51,21.42
2019-06-30,39,51.0,,0.51,19.89
2019-07-01,54,64.0,False,0.64,34.56
2019-07-02,47,64.0,,0.64,30.080000000000002
2019-07-03,40,64.0,,0.64,25.6
2019-07-04,21,64.0,,0.64,13.44
2019-07-05,44,64.0,,0.64,28.16
2019-07-06,28,64.0,,0.64,17.92
2019-07-07,28,64.0,,0.64,17.92
2019-07-08,74,64.0,,0.64,47.36
2019-07-09,62,64.0,,0.64,39.68
2019-07-10,69,64.0,,0.64,44.160000000000004
2019-07-11,91,64.0,,0.64,58.24
2019-07-12,70,64.0,,0.64,44.800000000000004
2019-07-13,32,64.0,,0.64,20.48
2019-07-14,34,64.0,,0.64,21.76
2019-07-15,67,64.0,,0.64,42.88
2019-07-16,74,64.0,,0.64,47.36
2019-07-17,80,64.0,,0.64,51.2
2019-07-18,100,64.0,,0.64,64.0
2019-07-19,56,64.0,,0.64,35.84
2019-07-20,34,64.0,,0.64,21.76
2019-07-21,26,64.0,,0.64,16.64
2019-07-22,66,64.0,,0.64,42.24
2019-07-23,72,64.0,,0.64,46.08
2019-07-24,72,64.0,,0.64,46.08
2019-07-25,61,64.0,,0.64,39.04
2019-07-26,57,64.0,,0.64,36.480000000000004
2019-07-27,32,64.0,,0.64,20.48
2019-07-28,38,64.0,,0.64,24.32
2019-07-29,63,64.0,,0.64,40.32
2019-07-30,67,64.0,,0.64,42.88
2019-07-31,59,64.0,,0.64,37.76
2019-08-01,36,75.0,False,0.75,27.0
2019-08-02,36,75.0,,0.75,27.0
2019-08-03,24,75.0,,0.75,18.0
2019-08-04,23,75.0,,0.75,17.25
2019-08-05,36,75.0,,0.75,27.0
2019-08-06,32,75.0,,0.75,24.0
2019-08-07,35,75.0,,0.75,26.25
2019-08-08,41,75.0,,0.75,30.75
2019-08-09,30,75.0,,0.75,22.5
2019-08-10,19,75.0,,0.75,14.25
2019-08-11,24,75.0,,0.75,18.0
2019-08-12,34,75.0,,0.75,25.5
2019-08-13,35,75.0,,0.75,26.25
2019-08-14,42,75.0,,0.75,31.5
2019-08-15,37,75.0,,0.75,27.75
2019-08-16,39,75.0,,0.75,29.25
2019-08-17,27,75.0,,0.75,20.25
2019-08-18,30,75.0,,0.75,22.5
2019-08-19,51,75.0,,0.75,38.25
2019-08-20,49,75.0,,0.75,36.75
2019-08-21,41,75.0,,0.75,30.75
2019-08-22,53,75.0,,0.75,39.75
2019-08-23,65,75.0,,0.75,48.75
2019-08-24,51,75.0,,0.75,38.25
2019-08-25,64,75.0,,0.75,48.0
2019-08-26,100,75.0,,0.75,75.0
2019-08-27,90,75.0,,0.75,67.5
2019-08-28,74,75.0,,0.75,55.5
2019-08-29,75,75.0,,0.75,56.25
2019-08-30,47,75.0,,0.75,35.25
2019-08-31,40,75.0,,0.75,30.0
2019-09-01,54,88.0,False,0.88,47.52
2019-09-02,63,88.0,,0.88,55.44
2019-09-03,98,88.0,,0.88,86.24
2019-09-04,84,88.0,,0.88,73.92
2019-09-05,94,88.0,,0.88,82.72
2019-09-06,77,88.0,,0.88,67.76
2019-09-07,87,88.0,,0.88,76.56
2019-09-08,65,88.0,,0.88,57.2
2019-09-09,75,88.0,,0.88,66.0
2019-09-10,82,88.0,,0.88,72.16
2019-09-11,87,88.0,,0.88,76.56
2019-09-12,87,88.0,,0.88,76.56
2019-09-13,78,88.0,,0.88,68.64
2019-09-14,80,88.0,,0.88,70.4
2019-09-15,82,88.0,,0.88,72.16
2019-09-16,69,88.0,,0.88,60.72
2019-09-17,86,88.0,,0.88,75.68
2019-09-18,79,88.0,,0.88,69.52
2019-09-19,83,88.0,,0.88,73.04
2019-09-20,67,88.0,,0.88,58.96
2019-09-21,72,88.0,,0.88,63.36
2019-09-22,77,88.0,,0.88,67.76
2019-09-23,84,88.0,,0.88,73.92
2019-09-24,83,88.0,,0.88,73.04
2019-09-25,90,88.0,,0.88,79.2
2019-09-26,85,88.0,,0.88,74.8
2019-09-27,77,88.0,,0.88,67.76
2019-09-28,92,88.0,,0.88,80.96
2019-09-29,62,88.0,,0.88,54.56
2019-09-30,100,88.0,,0.88,88.0
2019-10-01,80,90.0,False,0.9,72.0
2019-10-02,74,90.0,,0.9,66.60000000000001
2019-10-03,66,90.0,,0.9,59.4
2019-10-04,71,90.0,,0.9,63.9
2019-10-05,76,90.0,,0.9,68.4
2019-10-06,62,90.0,,0.9,55.800000000000004
2019-10-07,84,90.0,,0.9,75.60000000000001
2019-10-08,76,90.0,,0.9,68.4
2019-10-09,73,90.0,,0.9,65.7
2019-10-10,69,90.0,,0.9,62.1
2019-10-11,61,90.0,,0.9,54.9
2019-10-12,49,90.0,,0.9,44.1
2019-10-13,57,90.0,,0.9,51.300000000000004
2019-10-14,54,90.0,,0.9,48.6
2019-10-15,100,90.0,,0.9,90.0
2019-10-16,84,90.0,,0.9,75.60000000000001
2019-10-17,68,90.0,,0.9,61.2
2019-10-18,57,90.0,,0.9,51.300000000000004
2019-10-19,66,90.0,,0.9,59.4
2019-10-20,41,90.0,,0.9,36.9
2019-10-21,60,90.0,,0.9,54.0
2019-10-22,81,90.0,,0.9,72.9
2019-10-23,71,90.0,,0.9,63.9
2019-10-24,65,90.0,,0.9,58.5
2019-10-25,53,90.0,,0.9,47.7
2019-10-26,52,90.0,,0.9,46.800000000000004
2019-10-27,57,90.0,,0.9,51.300000000000004
2019-10-28,68,90.0,,0.9,61.2
2019-10-29,68,90.0,,0.9,61.2
2019-10-30,64,90.0,,0.9,57.6
2019-10-31,64,90.0,,0.9,57.6
2019-11-01,73,89.0,False,0.89,64.97
2019-11-02,98,89.0,,0.89,87.22
2019-11-03,68,89.0,,0.89,60.52
2019-11-04,85,89.0,,0.89,75.65
2019-11-05,74,89.0,,0.89,65.86
2019-11-06,92,89.0,,0.89,81.88
2019-11-07,81,89.0,,0.89,72.09
2019-11-08,77,89.0,,0.89,68.53
2019-11-09,68,89.0,,0.89,60.52
2019-11-10,68,89.0,,0.89,60.52
2019-11-11,58,89.0,,0.89,51.62
2019-11-12,69,89.0,,0.89,61.410000000000004
2019-11-13,100,89.0,,0.89,89.0
2019-11-14,79,89.0,,0.89,70.31
2019-11-15,83,89.0,,0.89,73.87
2019-11-16,85,89.0,,0.89,75.65
2019-11-17,70,89.0,,0.89,62.300000000000004
2019-11-18,97,89.0,,0.89,86.33
2019-11-19,78,89.0,,0.89,69.42
2019-11-20,86,89.0,,0.89,76.54
2019-11-21,84,89.0,,0.89,74.76
2019-11-22,88,89.0,,0.89,78.32000000000001
2019-11-23,92,89.0,,0.89,81.88
2019-11-24,70,89.0,,0.89,62.300000000000004
2019-11-25,79,89.0,,0.89,70.31
2019-11-26,57,89.0,,0.89,50.730000000000004
2019-11-27,52,89.0,,0.89,46.28
2019-11-28,28,89.0,,0.89,24.92
2019-11-29,38,89.0,,0.89,33.82
2019-11-30,31,89.0,,0.89,27.59
2019-12-01,58,66.0,False,0.66,38.28
2019-12-02,85,66.0,,0.66,56.1
2019-12-03,89,66.0,,0.66,58.74
2019-12-04,93,66.0,,0.66,61.38
2019-12-05,100,66.0,,0.66,66.0
2019-12-06,76,66.0,,0.66,50.160000000000004
2019-12-07,58,66.0,,0.66,38.28
2019-12-08,45,66.0,,0.66,29.700000000000003
2019-12-09,88,66.0,,0.66,58.080000000000005
2019-12-10,76,66.0,,0.66,50.160000000000004
2019-12-11,74,66.0,,0.66,48.84
2019-12-12,66,66.0,,0.66,43.56
2019-12-13,73,66.0,,0.66,48.18
2019-12-14,56,66.0,,0.66,36.96
2019-12-15,65,66.0,,0.66,42.9
2019-12-16,87,66.0,,0.66,57.42
2019-12-17,71,66.0,,0.66,46.86
2019-12-18,58,66.0,,0.66,38.28
2019-12-19,71,66.0,,0.66,46.86
2019-12-20,55,66.0,,0.66,36.300000000000004
2019-12-21,34,66.0,,0.66,22.44
2019-12-22,33,66.0,,0.66,21.78
2019-12-23,51,66.0,,0.66,33.660000000000004
2019-12-24,47,66.0,,0.66,31.020000000000003
2019-12-25,24,66.0,,0.66,15.84
2019-12-26,41,66.0,,0.66,27.060000000000002
2019-12-27,64,66.0,,0.66,42.24
2019-12-28,56,66.0,,0.66,36.96
2019-12-29,34,66.0,,0.66,22.44
2019-12-30,56,66.0,,0.66,36.96
2019-12-31,38,66.0,,0.66,25.080000000000002
2020-01-01,25,88.0,False,0.88,22.0
2020-01-02,52,88.0,,0.88,45.76
2020-01-03,45,88.0,,0.88,39.6
2020-01-04,34,88.0,,0.88,29.92
2020-01-05,29,88.0,,0.88,25.52
2020-01-06,48,88.0,,0.88,42.24
2020-01-07,48,88.0,,0.88,42.24
2020-01-08,56,88.0,,0.88,49.28
2020-01-09,55,88.0,,0.88,48.4
2020-01-10,51,88.0,,0.88,44.88
2020-01-11,35,88.0,,0.88,30.8
2020-01-12,36,88.0,,0.88,31.68
2020-01-13,67,88.0,,0.88,58.96
2020-01-14,72,88.0,,0.88,63.36
2020-01-15,77,88.0,,0.88,67.76
2020-01-16,75,88.0,,0.88,66.0
2020-01-17,73,88.0,,0.88,64.24
2020-01-18,51,88.0,,0.88,44.88
2020-01-19,56,88.0,,0.88,49.28
2020-01-20,65,88.0,,0.88,57.2
2020-01-21,100,88.0,,0.88,88.0
2020-01-22,86,88.0,,0.88,75.68
2020-01-23,66,88.0,,0.88,58.08
2020-01-24,62,88.0,,0.88,54.56
2020-01-25,60,88.0,,0.88,52.8
2020-01-26,46,88.0,,0.88,40.48
2020-01-27,76,88.0,,0.88,66.88
2020-01-28,87,88.0,,0.88,76.56
2020-01-29,79,88.0,,0.88,69.52
2020-01-30,79,88.0,,0.88,69.52
2020-01-31,69,88.0,,0.88,60.72
2020-02-01,67,90.0,False,0.9,60.300000000000004
2020-02-02,45,90.0,,0.9,40.5
2020-02-03,64,90.0,,0.9,57.6
2020-02-04,65,90.0,,0.9,58.5
2020-02-05,73,90.0,,0.9,65.7
2020-02-06,71,90.0,,0.9,63.9
2020-02-07,65,90.0,,0.9,58.5
2020-02-08,46,90.0,,0.9,41.4
2020-02-09,53,90.0,,0.9,47.7
2020-02-10,81,90.0,,0.9,72.9
2020-02-11,86,90.0,,0.9,77.4
2020-02-12,80,90.0,,0.9,72.0
2020-02-13,60,90.0,,0.9,54.0
2020-02-14,66,90.0,,0.9,59.4
2020-02-15,51,90.0,,0.9,45.9
2020-02-16,49,90.0,,0.9,44.1
2020-02-17,75,90.0,,0.9,67.5
2020-02-18,77,90.0,,0.9,69.3
2020-02-19,76,90.0,,0.9,68.4
2020-02-20,77,90.0,,0.9,69.3
2020-02-21,64,90.0,,0.9,57.6
2020-02-22,42,90.0,,0.9,37.800000000000004
2020-02-23,42,90.0,,0.9,37.800000000000004
2020-02-24,87,90.0,,0.9,78.3
2020-02-25,100,90.0,,0.9,90.0
2020-02-26,79,90.0,,0.9,71.10000000000001
2020-02-27,84,90.0,,0.9,75.60000000000001
2020-02-28,70,90.0,,0.9,63.0
2020-02-29,73,90.0,,0.9,65.7
2020-03-01,44,75.0,False,0.75,33.0
2020-03-02,75,75.0,,0.75,56.25
2020-03-03,74,75.0,,0.75,55.5
2020-03-04,98,75.0,,0.75,73.5
2020-03-05,74,75.0,,0.75,55.5
2020-03-06,61,75.0,,0.75,45.75
2020-03-07,50,75.0,,0.75,37.5
2020-03-08,55,75.0,,0.75,41.25
2020-03-09,71,75.0,,0.75,53.25
2020-03-10,80,75.0,,0.75,60.0
2020-03-11,100,75.0,,0.75,75.0
2020-03-12,90,75.0,,0.75,67.5
2020-03-13,61,75.0,,0.75,45.75
2020-03-14,21,75.0,,0.75,15.75
2020-03-15,26,75.0,,0.75,19.5
2020-03-16,40,75.0,,0.75,30.0
2020-03-17,43,75.0,,0.75,32.25
2020-03-18,48,75.0,,0.75,36.0
2020-03-19,52,75.0,,0.75,39.0
2020-03-20,45,75.0,,0.75,33.75
2020-03-21,22,75.0,,0.75,16.5
2020-03-22,20,75.0,,0.75,15.0
2020-03-23,54,75.0,,0.75,40.5
2020-03-24,53,75.0,,0.75,39.75
2020-03-25,49,75.0,,0.75,36.75
2020-03-26,51,75.0,,0.75,38.25
2020-03-27,53,75.0,,0.75,39.75
2020-03-28,25,75.0,,0.75,18.75
2020-03-29,26,75.0,,0.75,19.5
2020-03-30,47,75.0,,0.75,35.25
2020-03-31,45,75.0,,0.75,33.75
2020-04-01,69,60.0,False,0.6,41.4
2020-04-02,69,60.0,,0.6,41.4
2020-04-03,68,60.0,,0.6,40.8
2020-04-04,43,60.0,,0.6,25.8
2020-04-05,38,60.0,,0.6,22.8
2020-04-06,82,60.0,,0.6,49.199999999999996
2020-04-07,65,60.0,,0.6,39.0
2020-04-08,73,60.0,,0.6,43.8
2020-04-09,69,60.0,,0.6,41.4
2020-04-10,53,60.0,,0.6,31.799999999999997
2020-04-11,36,60.0,,0.6,21.599999999999998
2020-04-12,33,60.0,,0.6,19.8
2020-04-13,83,60.0,,0.6,49.8
2020-04-14,84,60.0,,0.6,50.4
2020-04-15,100,60.0,,0.6,60.0
2020-04-16,100,60.0,,0.6,60.0
2020-04-17,75,60.0,,0.6,45.0
2020-04-18,47,60.0,,0.6,28.2
2020-04-19,43,60.0,,0.6,25.8
2020-04-20,78,60.0,,0.6,46.8
2020-04-21,80,60.0,,0.6,48.0
2020-04-22,86,60.0,,0.6,51.6
2020-04-23,76,60.0,,0.6,45.6
2020-04-24,68,60.0,,0.6,40.8
2020-04-25,37,60.0,,0.6,22.2
2020-04-26,37,60.0,,0.6,22.2
2020-04-27,88,60.0,,0.6,52.8
2020-04-28,77,60.0,,0.6,46.199999999999996
2020-04-29,76,60.0,,0.6,45.6
2020-04-30,73,60.0,,0.6,43.8
2020-05-01,87,48.0,False,0.48,41.76
2020-05-02,43,48.0,,0.48,20.64
2020-05-03,65,48.0,,0.48,31.2
2020-05-04,78,48.0,,0.48,37.44
2020-05-05,74,48.0,,0.48,35.519999999999996
2020-05-06,81,48.0,,0.48,38.879999999999995
2020-05-07,62,48.0,,0.48,29.759999999999998
2020-05-08,89,48.0,,0.48,42.72
2020-05-09,50,48.0,,0.48,24.0
2020-05-10,46,48.0,,0.48,22.08
2020-05-11,94,48.0,,0.48,45.12
2020-05-12,91,48.0,,0.48,43.68
2020-05-13,77,48.0,,0.48,36.96
2020-05-14,80,48.0,,0.48,38.4
2020-05-15,88,48.0,,0.48,42.239999999999995
2020-05-16,58,48.0,,0.48,27.84
2020-05-17,54,48.0,,0.48,25.919999999999998
2020-05-18,100,48.0,,0.48,48.0
2020-05-19,88,48.0,,0.48,42.239999999999995
2020-05-20,71,48.0,,0.48,34.08
2020-05-21,75,48.0,,0.48,36.0
2020-05-22,80,48.0,,0.48,38.4
2020-05-23,47,48.0,,0.48,22.56
2020-05-24,46,48.0,,0.48,22.08
2020-05-25,33,48.0,,0.48,15.84
2020-05-26,80,48.0,,0.48,38.4
2020-05-27,72,48.0,,0.48,34.56
2020-05-28,76,48.0,,0.48,36.48
2020-05-29,77,48.0,,0.48,36.96
2020-05-30,45,48.0,,0.48,21.599999999999998
2020-05-31,45,48.0,,0.48,21.599999999999998
2020-06-01,78,49.0,False,0.49,38.22
2020-06-02,84,49.0,,0.49,41.16
2020-06-03,87,49.0,,0.49,42.63
2020-06-04,75,49.0,,0.49,36.75
2020-06-05,79,49.0,,0.49,38.71
2020-06-06,30,49.0,,0.49,14.7
2020-06-07,47,49.0,,0.49,23.03
2020-06-08,85,49.0,,0.49,41.65
2020-06-09,90,49.0,,0.49,44.1
2020-06-10,81,49.0,,0.49,39.69
2020-06-11,88,49.0,,0.49,43.12
2020-06-12,68,49.0,,0.49,33.32
2020-06-13,44,49.0,,0.49,21.56
2020-06-14,46,49.0,,0.49,22.54
2020-06-15,95,49.0,,0.49,46.55
2020-06-16,99,49.0,,0.49,48.51
2020-06-17,78,49.0,,0.49,38.22
2020-06-18,100,49.0,,0.49,49.0
2020-06-19,82,49.0,,0.49,40.18
2020-06-20,53,49.0,,0.49,25.97
2020-06-21,32,49.0,,0.49,15.68
2020-06-22,82,49.0,,0.49,40.18
2020-06-23,95,49.0,,0.49,46.55
2020-06-24,92,49.0,,0.49,45.08
2020-06-25,78,49.0,,0.49,38.22
2020-06-26,77,49.0,,0.49,37.73
2020-06-27,35,49.0,,0.49,17.15
2020-06-28,42,49.0,,0.49,20.58
2020-06-29,76,49.0,,0.49,37.24
2020-06-30,87,49.0,,0.49,42.63
2020-07-01,46,52.0,False,0.52,23.92
2020-07-02,47,52.0,,0.52,24.44
2020-07-03,31,52.0,,0.52,16.12
2020-07-04,27,52.0,,0.52,14.040000000000001
2020-07-05,33,52.0,,0.52,17.16
2020-07-06,67,52.0,,0.52,34.84
2020-07-07,61,52.0,,0.52,31.720000000000002
2020-07-08,61,52.0,,0.52,31.720000000000002
2020-07-09,55,52.0,,0.52,28.6
2020-07-10,50,52.0,,0.52,26.0
2020-07-11,28,52.0,,0.52,14.56
2020-07-12,33,52.0,,0.52,17.16
2020-07-13,63,52.0,,0.52,32.76
2020-07-14,71,52.0,,0.52,36.92
2020-07-15,100,52.0,,0.52,52.0
2020-07-16,65,52.0,,0.52,33.800000000000004
2020-07-17,67,52.0,,0.52,34.84
2020-07-18,31,52.0,,0.52,16.12
2020-07-19,26,52.0,,0.52,13.52
2020-07-20,69,52.0,,0.52,35.88
2020-07-21,64,52.0,,0.52,33.28
2020-07-22,71,52.0,,0.52,36.92
2020-07-23,53,52.0,,0.52,27.560000000000002
2020-07-24,61,52.0,,0.52,31.720000000000002
2020-07-25,34,52.0,,0.52,17.68
2020-07-26,29,52.0,,0.52,15.08
2020-07-27,57,52.0,,0.52,29.64
2020-07-28,63,52.0,,0.52,32.76
2020-07-29,62,52.0,,0.52,32.24
2020-07-30,52,52.0,,0.52,27.04
2020-07-31,48,52.0,,0.52,24.96
2020-08-01,21,64.0,False,0.64,13.44
2020-08-02,24,64.0,,0.64,15.36
2020-08-03,42,64.0,,0.64,26.88
2020-08-04,43,64.0,,0.64,27.52
2020-08-05,39,64.0,,0.64,24.96
2020-08-06,39,64.0,,0.64,24.96
2020-08-07,41,64.0,,0.64,26.240000000000002
2020-08-08,19,64.0,,0.64,12.16
2020-08-09,24,64.0,,0.64,15.36
2020-08-10,45,64.0,,0.64,28.8
2020-08-11,47,64.0,,0.64,30.080000000000002
2020-08-12,43,64.0,,0.64,27.52
2020-08-13,43,64.0,,0.64,27.52
2020-08-14,42,64.0,,0.64,26.88
2020-08-15,25,64.0,,0.64,16.0
2020-08-16,27,64.0,,0.64,17.28
2020-08-17,46,64.0,,0.64,29.44
2020-08-18,43,64.0,,0.64,27.52
2020-08-19,50,64.0,,0.64,32.0
2020-08-20,45,64.0,,0.64,28.8
2020-08-21,34,64.0,,0.64,21.76
2020-08-22,28,64.0,,0.64,17.92
2020-08-23,34,64.0,,0.64,21.76
2020-08-24,52,64.0,,0.64,33.28
2020-08-25,58,64.0,,0.64,37.12
2020-08-26,50,64.0,,0.64,32.0
2020-08-27,66,64.0,,0.64,42.24
2020-08-28,54,64.0,,0.64,34.56
2020-08-29,48,64.0,,0.64,30.72
2020-08-30,61,64.0,,0.64,39.04
2020-08-31,100,64.0,,0.64,64.0
2020-09-01,100,77.0,False,0.77,77.0
2020-09-02,86,77.0,,0.77,66.22
2020-09-03,76,77.0,,0.77,58.52
2020-09-04,66,77.0,,0.77,50.82
2020-09-05,40,77.0,,0.77,30.8
2020-09-06,41,77.0,,0.77,31.57
2020-09-07,82,77.0,,0.77,63.14
2020-09-08,91,77.0,,0.77,70.07000000000001
2020-09-09,80,77.0,,0.77,61.6
2020-09-10,66,77.0,,0.77,50.82
2020-09-11,49,77.0,,0.77,37.730000000000004
2020-09-12,36,77.0,,0.77,27.72
2020-09-13,46,77.0,,0.77,35.42
2020-09-14,61,77.0,,0.77,46.97
2020-09-15,67,77.0,,0.77,51.59
2020-09-16,64,77.0,,0.77,49.28
2020-09-17,63,77.0,,0.77,48.51
2020-09-18,47,77.0,,0.77,36.19
2020-09-19,31,77.0,,0.77,23.87
2020-09-20,30,77.0,,0.77,23.1
2020-09-21,64,77.0,,0.77,49.28
2020-09-22,67,77.0,,0.77,51.59
2020-09-23,60,77.0,,0.77,46.2
2020-09-24,51,77.0,,0.77,39.27
2020-09-25,50,77.0,,0.77,38.5
2020-09-26,31,77.0,,0.77,23.87
2020-09-27,35,77.0,,0.77,26.95
2020-09-28,61,77.0,,0.77,46.97
2020-09-29,62,77.0,,0.77,47.74
2020-09-30,66,77.0,,0.77,50.82
2020-10-01,66,69.0,False,0.69,45.54
2020-10-02,66,69.0,,0.69,45.54
2020-10-03,38,69.0,,0.69,26.22
2020-10-04,42,69.0,,0.69,28.979999999999997
2020-10-05,73,69.0,,0.69,50.37
2020-10-06,76,69.0,,0.69,52.44
2020-10-07,75,69.0,,0.69,51.74999999999999
2020-10-08,67,69.0,,0.69,46.23
2020-10-09,53,69.0,,0.69,36.57
2020-10-10,42,69.0,,0.69,28.979999999999997
2020-10-11,42,69.0,,0.69,28.979999999999997
2020-10-12,69,69.0,,0.69,47.61
2020-10-13,89,69.0,,0.69,61.41
2020-10-14,100,69.0,,0.69,69.0
2020-10-15,62,69.0,,0.69,42.779999999999994
2020-10-16,63,69.0,,0.69,43.47
2020-10-17,37,69.0,,0.69,25.529999999999998
2020-10-18,39,69.0,,0.69,26.909999999999997
2020-10-19,62,69.0,,0.69,42.779999999999994
2020-10-20,69,69.0,,0.69,47.61
2020-10-21,61,69.0,,0.69,42.089999999999996
2020-10-22,64,69.0,,0.69,44.16
2020-10-23,55,69.0,,0.69,37.949999999999996
2020-10-24,36,69.0,,0.69,24.839999999999996
2020-10-25,42,69.0,,0.69,28.979999999999997
2020-10-26,63,69.0,,0.69,43.47
2020-10-27,69,69.0,,0.69,47.61
2020-10-28,65,69.0,,0.69,44.849999999999994
2020-10-29,66,69.0,,0.69,45.54
2020-10-30,43,69.0,,0.69,29.669999999999998
2020-10-31,31,69.0,,0.69,21.389999999999997
2020-11-01,41,60.0,False,0.6,24.599999999999998
2020-11-02,78,60.0,,0.6,46.8
2020-11-03,74,60.0,,0.6,44.4
2020-11-04,51,60.0,,0.6,30.599999999999998
2020-11-05,75,60.0,,0.6,45.0
2020-11-06,55,60.0,,0.6,33.0
2020-11-07,31,60.0,,0.6,18.599999999999998
2020-11-08,39,60.0,,0.6,23.4
2020-11-09,100,60.0,,0.6,60.0
2020-11-10,77,60.0,,0.6,46.199999999999996
2020-11-11,65,60.0,,0.6,39.0
2020-11-12,90,60.0,,0.6,54.0
2020-11-13,71,60.0,,0.6,42.6
2020-11-14,40,60.0,,0.6,24.0
2020-11-15,39,60.0,,0.6,23.4
2020-11-16,85,60.0,,0.6,51.0
2020-11-17,80,60.0,,0.6,48.0
2020-11-18,71,60.0,,0.6,42.6
2020-11-19,86,60.0,,0.6,51.6
2020-11-20,66,60.0,,0.6,39.6
2020-11-21,46,60.0,,0.6,27.599999999999998
2020-11-22,45,60.0,,0.6,27.0
2020-11-23,61,60.0,,0.6,36.6
2020-11-24,52,60.0,,0.6,31.2
2020-11-25,48,60.0,,0.6,28.799999999999997
2020-11-26,23,60.0,,0.6,13.799999999999999
2020-11-27,26,60.0,,0.6,15.6
2020-11-28,15,60.0,,0.6,9.0
2020-11-29,36,60.0,,0.6,21.599999999999998
2020-11-30,65,60.0,,0.6,39.0
2020-12-01,100,46.0,False,0.46,46.0
2020-12-02,79,46.0,,0.46,36.34
2020-12-03,93,46.0,,0.46,42.78
2020-12-04,65,46.0,,0.46,29.900000000000002
2020-12-05,47,46.0,,0.46,21.62
2020-12-06,47,46.0,,0.46,21.62
2020-12-07,79,46.0,,0.46,36.34
2020-12-08,79,46.0,,0.46,36.34
2020-12-09,85,46.0,,0.46,39.1
2020-12-10,66,46.0,,0.46,30.360000000000003
2020-12-11,79,46.0,,0.46,36.34
2020-12-12,47,46.0,,0.46,21.62
2020-12-13,48,46.0,,0.46,22.080000000000002
2020-12-14,77,46.0,,0.46,35.42
2020-12-15,69,46.0,,0.46,31.740000000000002
2020-12-16,77,46.0,,0.46,35.42
2020-12-17,73,46.0,,0.46,33.58
2020-12-18,67,46.0,,0.46,30.82
2020-12-19,44,46.0,,0.46,20.240000000000002
2020-12-20,38,46.0,,0.46,17.48
2020-12-21,65,46.0,,0.46,29.900000000000002
2020-12-22,65,46.0,,0.46,29.900000000000002
2020-12-23,48,46.0,,0.46,22.080000000000002
2020-12-24,40,46.0,,0.46,18.400000000000002
2020-12-25,27,46.0,,0.46,12.42
2020-12-26,31,46.0,,0.46,14.26
2020-12-27,40,46.0,,0.46,18.400000000000002
2020-12-28,72,46.0,,0.46,33.120000000000005
2020-12-29,60,46.0,,0.46,27.6
2020-12-30,68,46.0,,0.46,31.28
2020-12-31,56,46.0,,0.46,25.76
2021-01-01,40,55.0,False,0.55,22.0
2021-01-02,50,55.0,,0.55,27.500000000000004
2021-01-03,61,55.0,,0.55,33.550000000000004
2021-01-04,74,55.0,,0.55,40.7
2021-01-05,65,55.0,,0.55,35.75
2021-01-06,78,55.0,,0.55,42.900000000000006
2021-01-07,75,55.0,,0.55,41.25
2021-01-08,68,55.0,,0.55,37.400000000000006
