date,Walmart Stock Price
2015-11-09,8.5
2015-11-10,14.96
2015-11-11,15.3
2015-11-12,12.58
2015-11-13,15.3
2015-11-14,4.590000000000001
2015-11-15,3.2300000000000004
2015-11-16,15.98
2015-11-17,9.18
2015-11-18,13.6
2015-11-19,17.0
2015-11-20,14.11
2015-11-21,6.29
2015-11-22,0.0
2015-11-23,9.52
2015-11-24,8.16
2015-11-25,12.920000000000002
2015-11-26,9.01
2015-11-27,6.970000000000001
2015-11-28,3.91
2015-11-29,2.3800000000000003
2015-11-30,13.77
2015-12-01,7.36
2015-12-02,7.52
2015-12-03,15.2
2015-12-04,11.84
2015-12-05,4.32
2015-12-06,6.72
2015-12-07,11.52
2015-12-08,12.16
2015-12-09,9.76
2015-12-10,2.4
2015-12-11,16.0
2015-12-12,4.8
2015-12-13,3.36
2015-12-14,9.6
2015-12-15,12.16
2015-12-16,13.12
2015-12-17,14.56
2015-12-18,9.28
2015-12-19,7.04
2015-12-20,5.6000000000000005
2015-12-21,10.08
2015-12-22,12.96
2015-12-23,11.36
2015-12-24,10.88
2015-12-25,5.12
2015-12-26,6.4
2015-12-27,3.84
2015-12-28,8.48
2015-12-29,6.88
2015-12-30,10.56
2015-12-31,0.0
2016-01-01,3.99
2016-01-02,0.0
2016-01-03,3.42
2016-01-04,5.32
2016-01-05,7.22
2016-01-06,7.22
2016-01-07,10.07
2016-01-08,9.88
2016-01-09,2.09
2016-01-10,1.14
2016-01-11,7.6
2016-01-12,6.2700000000000005
2016-01-13,6.2700000000000005
2016-01-14,7.98
2016-01-15,19.0
2016-01-16,11.97
2016-01-17,3.99
2016-01-18,5.32
2016-01-19,7.98
2016-01-20,8.36
2016-01-21,7.98
2016-01-22,8.36
2016-01-23,4.18
2016-01-24,4.94
2016-01-25,5.13
2016-01-26,9.69
2016-01-27,6.84
2016-01-28,8.36
2016-01-29,7.98
2016-01-30,5.13
2016-01-31,2.09
2016-02-01,8.8
2016-02-02,5.76
2016-02-03,7.2
2016-02-04,6.72
2016-02-05,4.8
2016-02-06,3.84
2016-02-07,3.36
2016-02-08,9.28
2016-02-09,9.6
2016-02-10,7.84
2016-02-11,16.0
2016-02-12,8.96
2016-02-13,6.5600000000000005
2016-02-14,6.4
2016-02-15,4.0
2016-02-16,5.12
2016-02-17,5.12
2016-02-18,6.72
2016-02-19,8.64
2016-02-20,4.96
2016-02-21,2.72
2016-02-22,6.72
2016-02-23,7.2
2016-02-24,8.64
2016-02-25,8.48
2016-02-26,6.72
2016-02-27,4.0
2016-02-28,0.0
2016-02-29,6.88
2016-03-01,15.0
2016-03-02,14.1
2016-03-03,12.0
2016-03-04,6.6
2016-03-05,4.65
2016-03-06,4.65
2016-03-07,10.95
2016-03-08,10.8
2016-03-09,10.05
2016-03-10,13.2
2016-03-11,7.949999999999999
2016-03-12,1.7999999999999998
2016-03-13,1.65
2016-03-14,6.6
2016-03-15,12.0
2016-03-16,11.1
2016-03-17,8.25
2016-03-18,9.6
2016-03-19,6.45
2016-03-20,6.45
2016-03-21,7.35
2016-03-22,6.0
2016-03-23,7.05
2016-03-24,12.9
2016-03-25,9.0
2016-03-26,4.8
2016-03-27,2.85
2016-03-28,10.2
2016-03-29,11.1
2016-03-30,9.6
2016-03-31,12.6
2016-04-01,6.88
2016-04-02,5.12
2016-04-03,2.72
2016-04-04,2.24
2016-04-05,7.04
2016-04-06,12.0
2016-04-07,9.6
2016-04-08,8.48
2016-04-09,4.32
2016-04-10,4.16
2016-04-11,8.48
2016-04-12,13.12
2016-04-13,12.32
2016-04-14,16.0
2016-04-15,7.52
2016-04-16,2.72
2016-04-17,3.52
2016-04-18,7.68
2016-04-19,10.56
2016-04-20,12.16
2016-04-21,10.72
2016-04-22,9.6
2016-04-23,4.48
2016-04-24,0.0
2016-04-25,9.28
2016-04-26,11.04
2016-04-27,10.72
2016-04-28,10.24
2016-04-29,11.04
2016-04-30,4.48
2016-05-01,4.48
2016-05-02,6.4
2016-05-03,4.8
2016-05-04,9.6
2016-05-05,9.28
2016-05-06,8.8
2016-05-07,3.68
2016-05-08,5.28
2016-05-09,9.76
2016-05-10,7.36
2016-05-11,7.36
2016-05-12,9.28
2016-05-13,9.76
2016-05-14,5.44
2016-05-15,0.0
2016-05-16,7.2
2016-05-17,8.64
2016-05-18,8.64
2016-05-19,15.36
2016-05-20,16.0
2016-05-21,4.32
2016-05-22,0.0
2016-05-23,7.2
2016-05-24,8.32
2016-05-25,9.76
2016-05-26,8.32
2016-05-27,7.2
2016-05-28,5.6000000000000005
2016-05-29,2.24
2016-05-30,2.88
2016-05-31,10.56
2016-06-01,8.96
2016-06-02,4.48
2016-06-03,5.28
2016-06-04,5.6000000000000005
2016-06-05,1.44
2016-06-06,8.32
2016-06-07,4.0
2016-06-08,7.2
2016-06-09,6.4
2016-06-10,5.6000000000000005
2016-06-11,3.04
2016-06-12,0.0
2016-06-13,5.44
2016-06-14,3.84
2016-06-15,6.24
2016-06-16,6.08
2016-06-17,5.92
2016-06-18,4.16
2016-06-19,1.6
2016-06-20,6.08
2016-06-21,7.36
2016-06-22,8.32
2016-06-23,5.12
2016-06-24,16.0
2016-06-25,7.84
2016-06-26,3.04
2016-06-27,10.88
2016-06-28,9.12
2016-06-29,8.64
2016-06-30,7.04
2016-07-01,16.0
2016-07-02,8.0
2016-07-03,2.4
2016-07-04,7.04
2016-07-05,11.52
2016-07-06,8.48
2016-07-07,9.12
2016-07-08,11.52
2016-07-09,8.48
2016-07-10,5.76
2016-07-11,12.8
2016-07-12,8.96
2016-07-13,12.16
2016-07-14,15.04
2016-07-15,6.5600000000000005
2016-07-16,6.5600000000000005
2016-07-17,0.0
2016-07-18,9.92
2016-07-19,9.92
2016-07-20,10.24
2016-07-21,10.24
2016-07-22,10.88
2016-07-23,3.36
2016-07-24,3.04
2016-07-25,8.32
2016-07-26,12.64
2016-07-27,7.2
2016-07-28,10.88
2016-07-29,13.12
2016-07-30,0.0
2016-07-31,3.04
2016-08-01,7.700000000000001
2016-08-02,7.140000000000001
2016-08-03,12.04
2016-08-04,10.500000000000002
2016-08-05,9.94
2016-08-06,3.3600000000000003
2016-08-07,1.8200000000000005
2016-08-08,10.36
2016-08-09,11.760000000000002
2016-08-10,7.140000000000001
2016-08-11,9.66
2016-08-12,14.000000000000002
2016-08-13,7.280000000000001
2016-08-14,3.92
2016-08-15,9.38
2016-08-16,8.120000000000001
2016-08-17,8.260000000000002
2016-08-18,10.78
2016-08-19,7.840000000000001
2016-08-20,4.48
2016-08-21,0.0
2016-08-22,7.280000000000001
2016-08-23,8.4
2016-08-24,8.120000000000001
2016-08-25,10.78
2016-08-26,4.340000000000001
2016-08-27,0.0
2016-08-28,3.640000000000001
2016-08-29,4.340000000000001
2016-08-30,5.74
2016-08-31,11.06
2016-09-01,8.71
2016-09-02,10.53
2016-09-03,6.24
2016-09-04,4.03
2016-09-05,3.51
2016-09-06,5.98
2016-09-07,4.55
2016-09-08,8.84
2016-09-09,11.83
2016-09-10,6.76
2016-09-11,3.51
2016-09-12,6.5
2016-09-13,6.890000000000001
2016-09-14,8.06
2016-09-15,13.0
2016-09-16,9.49
2016-09-17,5.33
2016-09-18,2.99
2016-09-19,7.67
2016-09-20,6.63
2016-09-21,7.28
2016-09-22,7.67
2016-09-23,9.62
2016-09-24,2.8600000000000003
2016-09-25,0.0
2016-09-26,5.33
2016-09-27,1.3
2016-09-28,9.49
2016-09-29,5.720000000000001
2016-09-30,12.22
2016-10-01,4.51
2016-10-02,1.98
2016-10-03,5.72
2016-10-04,7.59
2016-10-05,4.73
2016-10-06,3.63
2016-10-07,9.68
2016-10-08,6.71
2016-10-09,2.2
2016-10-10,4.29
2016-10-11,6.2700000000000005
2016-10-12,9.02
2016-10-13,6.93
2016-10-14,8.47
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,1.21
2016-10-18,11.0
2016-10-19,5.94
2016-10-20,6.82
2016-10-21,3.19
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,4.95
2016-10-25,5.83
2016-10-26,8.14
2016-10-27,5.61
2016-10-28,8.58
2016-10-29,3.96
2016-10-30,2.2
2016-10-31,6.38
2016-11-01,6.6
2016-11-02,9.45
2016-11-03,1.65
2016-11-04,6.6
2016-11-05,0.0
2016-11-06,4.35
2016-11-07,9.45
2016-11-08,11.85
2016-11-09,14.85
2016-11-10,10.65
2016-11-11,10.95
2016-11-12,1.5
2016-11-13,3.3
2016-11-14,8.25
2016-11-15,10.05
2016-11-16,9.75
2016-11-17,11.4
2016-11-18,9.45
2016-11-19,5.55
2016-11-20,6.15
2016-11-21,7.949999999999999
2016-11-22,15.0
2016-11-23,9.3
2016-11-24,9.3
2016-11-25,8.4
2016-11-26,0.0
2016-11-27,4.5
2016-11-28,10.05
2016-11-29,10.05
2016-11-30,3.45
2016-12-01,9.24
2016-12-02,10.78
2016-12-03,5.460000000000001
2016-12-04,5.32
2016-12-05,6.86
2016-12-06,11.62
2016-12-07,10.36
2016-12-08,8.260000000000002
2016-12-09,12.6
2016-12-10,6.580000000000001
2016-12-11,3.78
2016-12-12,9.8
2016-12-13,14.000000000000002
2016-12-14,13.72
2016-12-15,7.140000000000001
2016-12-16,7.420000000000001
2016-12-17,9.52
2016-12-18,2.3800000000000003
2016-12-19,7.280000000000001
2016-12-20,6.720000000000001
2016-12-21,10.500000000000002
2016-12-22,6.86
2016-12-23,12.18
2016-12-24,4.760000000000001
2016-12-25,8.260000000000002
2016-12-26,5.180000000000001
2016-12-27,5.32
2016-12-28,7.700000000000001
2016-12-29,8.120000000000001
2016-12-30,9.24
2016-12-31,0.0
2017-01-01,6.37
2017-01-02,3.64
2017-01-03,9.23
2017-01-04,13.0
2017-01-05,6.5
2017-01-06,8.97
2017-01-07,2.99
2017-01-08,7.0200000000000005
2017-01-09,5.720000000000001
2017-01-10,11.18
2017-01-11,8.84
2017-01-12,9.88
2017-01-13,11.44
2017-01-14,4.68
2017-01-15,0.0
2017-01-16,7.0200000000000005
2017-01-17,11.05
2017-01-18,12.87
2017-01-19,7.41
2017-01-20,3.38
2017-01-21,4.29
2017-01-22,1.56
2017-01-23,10.4
2017-01-24,6.24
2017-01-25,11.31
2017-01-26,10.01
2017-01-27,11.96
2017-01-28,3.77
2017-01-29,3.51
2017-01-30,9.62
2017-01-31,11.18
2017-02-01,9.72
2017-02-02,4.68
2017-02-03,14.22
2017-02-04,6.12
2017-02-05,9.54
2017-02-06,9.9
2017-02-07,11.16
2017-02-08,13.68
2017-02-09,12.6
2017-02-10,10.62
2017-02-11,3.06
2017-02-12,4.859999999999999
2017-02-13,8.64
2017-02-14,10.08
2017-02-15,17.46
2017-02-16,12.96
2017-02-17,10.8
2017-02-18,9.18
2017-02-19,9.0
2017-02-20,6.66
2017-02-21,17.099999999999998
2017-02-22,18.0
2017-02-23,16.2
2017-02-24,15.12
2017-02-25,5.94
2017-02-26,6.3
2017-02-27,18.0
2017-02-28,17.28
2017-03-01,16.0
2017-03-02,15.52
2017-03-03,13.12
2017-03-04,5.12
2017-03-05,5.44
2017-03-06,13.76
2017-03-07,12.8
2017-03-08,9.76
2017-03-09,10.88
2017-03-10,10.24
2017-03-11,5.28
2017-03-12,2.72
2017-03-13,12.0
2017-03-14,6.5600000000000005
2017-03-15,13.76
2017-03-16,13.12
2017-03-17,9.76
2017-03-18,5.92
2017-03-19,5.76
2017-03-20,6.88
2017-03-21,6.4
2017-03-22,8.96
2017-03-23,14.4
2017-03-24,12.48
2017-03-25,4.16
2017-03-26,5.44
2017-03-27,12.32
2017-03-28,9.44
2017-03-29,9.44
2017-03-30,9.44
2017-03-31,1.6
2017-04-01,6.48
2017-04-02,5.58
2017-04-03,13.68
2017-04-04,8.459999999999999
2017-04-05,16.38
2017-04-06,9.36
2017-04-07,14.94
2017-04-08,9.9
2017-04-09,9.0
2017-04-10,9.9
2017-04-11,12.24
2017-04-12,15.66
2017-04-13,12.6
2017-04-14,11.52
2017-04-15,5.04
2017-04-16,0.0
2017-04-17,14.22
2017-04-18,12.6
2017-04-19,12.6
2017-04-20,9.18
2017-04-21,13.86
2017-04-22,9.0
2017-04-23,2.88
2017-04-24,18.0
2017-04-25,17.46
2017-04-26,14.58
2017-04-27,2.34
2017-04-28,14.04
2017-04-29,5.58
2017-04-30,3.96
2017-05-01,15.12
2017-05-02,15.33
2017-05-03,15.33
2017-05-04,13.86
2017-05-05,11.34
2017-05-06,14.91
2017-05-07,7.35
2017-05-08,9.87
2017-05-09,11.76
2017-05-10,17.849999999999998
2017-05-11,9.66
2017-05-12,13.23
2017-05-13,8.4
2017-05-14,9.24
2017-05-15,16.38
2017-05-16,18.27
2017-05-17,17.22
2017-05-18,15.75
2017-05-19,21.0
2017-05-20,4.2
2017-05-21,3.36
2017-05-22,10.71
2017-05-23,11.76
2017-05-24,18.06
2017-05-25,12.18
2017-05-26,10.08
2017-05-27,7.35
2017-05-28,7.14
2017-05-29,9.87
2017-05-30,12.39
2017-05-31,14.7
2017-06-01,12.74
2017-06-02,11.96
2017-06-03,7.28
2017-06-04,4.94
2017-06-05,8.84
2017-06-06,18.2
2017-06-07,10.4
2017-06-08,15.86
2017-06-09,11.44
2017-06-10,1.56
2017-06-11,5.2
2017-06-12,13.26
2017-06-13,9.88
2017-06-14,12.74
2017-06-15,13.0
2017-06-16,26.0
2017-06-17,17.68
2017-06-18,10.14
2017-06-19,17.68
2017-06-20,11.18
2017-06-21,15.08
2017-06-22,16.38
2017-06-23,11.96
2017-06-24,8.06
2017-06-25,4.42
2017-06-26,15.34
2017-06-27,11.44
2017-06-28,13.0
2017-06-29,13.26
2017-06-30,15.6
2017-07-01,3.4000000000000004
2017-07-02,4.2
2017-07-03,14.4
2017-07-04,5.4
2017-07-05,13.2
2017-07-06,12.2
2017-07-07,12.4
2017-07-08,4.2
2017-07-09,6.2
2017-07-10,7.0
2017-07-11,12.4
2017-07-12,16.6
2017-07-13,16.400000000000002
2017-07-14,13.8
2017-07-15,6.6000000000000005
2017-07-16,0.0
2017-07-17,8.0
2017-07-18,18.2
2017-07-19,20.0
2017-07-20,13.4
2017-07-21,11.8
2017-07-22,9.0
2017-07-23,3.4000000000000004
2017-07-24,9.0
2017-07-25,17.2
2017-07-26,15.6
2017-07-27,11.8
2017-07-28,16.400000000000002
2017-07-29,8.200000000000001
2017-07-30,8.4
2017-07-31,13.2
2017-08-01,24.08
2017-08-02,22.12
2017-08-03,16.520000000000003
2017-08-04,23.520000000000003
2017-08-05,9.8
2017-08-06,5.880000000000001
2017-08-07,17.080000000000002
2017-08-08,21.56
2017-08-09,15.96
2017-08-10,22.680000000000003
2017-08-11,15.96
2017-08-12,9.24
2017-08-13,7.000000000000001
2017-08-14,12.88
2017-08-15,17.360000000000003
2017-08-16,16.520000000000003
2017-08-17,23.520000000000003
2017-08-18,28.000000000000004
2017-08-19,5.880000000000001
2017-08-20,2.8000000000000003
2017-08-21,15.12
2017-08-22,14.28
2017-08-23,25.200000000000003
2017-08-24,20.72
2017-08-25,20.44
2017-08-26,8.96
2017-08-27,2.5200000000000005
2017-08-28,13.160000000000002
2017-08-29,16.8
2017-08-30,18.200000000000003
2017-08-31,13.160000000000002
2017-09-01,9.0
2017-09-02,6.4
2017-09-03,6.2
2017-09-04,4.4
2017-09-05,12.2
2017-09-06,20.0
2017-09-07,16.0
2017-09-08,17.6
2017-09-09,11.0
2017-09-10,4.4
2017-09-11,10.0
2017-09-12,12.6
2017-09-13,10.8
2017-09-14,11.8
2017-09-15,11.0
2017-09-16,9.6
2017-09-17,4.6000000000000005
2017-09-18,11.8
2017-09-19,17.8
2017-09-20,14.6
2017-09-21,12.8
2017-09-22,13.6
2017-09-23,5.800000000000001
2017-09-24,0.0
2017-09-25,10.8
2017-09-26,10.6
2017-09-27,9.6
2017-09-28,8.6
2017-09-29,7.6
2017-09-30,8.200000000000001
2017-10-01,3.92
2017-10-02,10.920000000000002
2017-10-03,13.44
2017-10-04,10.920000000000002
2017-10-05,6.16
2017-10-06,9.52
2017-10-07,0.0
2017-10-08,3.92
2017-10-09,10.080000000000002
2017-10-10,25.480000000000004
2017-10-11,24.360000000000003
2017-10-12,24.64
2017-10-13,19.040000000000003
2017-10-14,7.000000000000001
2017-10-15,3.92
2017-10-16,18.48
2017-10-17,19.040000000000003
2017-10-18,15.96
2017-10-19,17.360000000000003
2017-10-20,13.72
2017-10-21,10.080000000000002
2017-10-22,7.840000000000001
2017-10-23,20.160000000000004
2017-10-24,28.000000000000004
2017-10-25,20.160000000000004
2017-10-26,27.44
2017-10-27,25.76
2017-10-28,10.080000000000002
2017-10-29,2.5200000000000005
2017-10-30,15.12
2017-10-31,18.76
2017-11-01,12.25
2017-11-02,11.9
2017-11-03,13.65
2017-11-04,5.6
2017-11-05,4.199999999999999
2017-11-06,14.35
2017-11-07,20.65
2017-11-08,15.05
2017-11-09,17.849999999999998
2017-11-10,14.7
2017-11-11,10.15
2017-11-12,5.6
2017-11-13,18.9
2017-11-14,16.799999999999997
2017-11-15,12.95
2017-11-16,35.0
2017-11-17,31.15
2017-11-18,14.0
2017-11-19,10.5
2017-11-20,21.35
2017-11-21,21.0
2017-11-22,17.5
2017-11-23,8.049999999999999
2017-11-24,19.25
2017-11-25,10.85
2017-11-26,8.049999999999999
2017-11-27,19.95
2017-11-28,19.95
2017-11-29,22.4
2017-11-30,22.05
2017-12-01,30.4
2017-12-02,16.32
2017-12-03,13.12
2017-12-04,25.92
2017-12-05,31.04
2017-12-06,16.64
2017-12-07,32.0
2017-12-08,22.72
2017-12-09,16.64
2017-12-10,13.44
2017-12-11,21.12
2017-12-12,30.4
2017-12-13,29.76
2017-12-14,24.32
2017-12-15,21.44
2017-12-16,10.88
2017-12-17,15.36
2017-12-18,27.2
2017-12-19,31.04
2017-12-20,30.4
2017-12-21,27.84
2017-12-22,22.72
2017-12-23,29.76
2017-12-24,11.52
2017-12-25,8.32
2017-12-26,19.52
2017-12-27,31.04
2017-12-28,25.6
2017-12-29,31.36
2017-12-30,11.84
2017-12-31,8.32
2018-01-01,6.3
2018-01-02,17.1
2018-01-03,22.95
2018-01-04,25.65
2018-01-05,23.85
2018-01-06,11.25
2018-01-07,4.5
2018-01-08,22.05
2018-01-09,32.85
2018-01-10,27.9
2018-01-11,38.7
2018-01-12,45.0
2018-01-13,19.35
2018-01-14,14.4
2018-01-15,14.4
2018-01-16,16.650000000000002
2018-01-17,27.0
2018-01-18,36.45
2018-01-19,27.0
2018-01-20,17.55
2018-01-21,4.5
2018-01-22,24.3
2018-01-23,32.85
2018-01-24,30.15
2018-01-25,31.95
2018-01-26,37.8
2018-01-27,18.9
2018-01-28,10.8
2018-01-29,31.95
2018-01-30,35.1
2018-01-31,36.0
2018-02-01,24.91
2018-02-02,27.03
2018-02-03,12.19
2018-02-04,7.95
2018-02-05,27.03
2018-02-06,46.11
2018-02-07,20.67
2018-02-08,29.15
2018-02-09,28.62
2018-02-10,14.84
2018-02-11,6.890000000000001
2018-02-12,18.55
2018-02-13,24.91
2018-02-14,20.14
2018-02-15,23.85
2018-02-16,21.200000000000003
2018-02-17,14.31
2018-02-18,7.95
2018-02-19,11.13
2018-02-20,53.0
2018-02-21,52.470000000000006
2018-02-22,28.62
2018-02-23,27.03
2018-02-24,11.66
2018-02-25,9.01
2018-02-26,25.97
2018-02-27,25.97
2018-02-28,25.44
2018-03-01,31.54
2018-03-02,38.0
2018-03-03,14.44
2018-03-04,6.84
2018-03-05,29.64
2018-03-06,26.6
2018-03-07,32.68
2018-03-08,24.7
2018-03-09,27.36
2018-03-10,14.44
2018-03-11,7.6
2018-03-12,28.5
2018-03-13,19.38
2018-03-14,25.08
2018-03-15,27.36
2018-03-16,24.32
2018-03-17,12.16
2018-03-18,8.36
2018-03-19,23.56
2018-03-20,20.9
2018-03-21,22.8
2018-03-22,28.12
2018-03-23,19.0
2018-03-24,15.2
2018-03-25,6.84
2018-03-26,30.78
2018-03-27,25.08
2018-03-28,25.46
2018-03-29,31.54
2018-03-30,25.08
2018-03-31,9.88
2018-04-01,10.24
2018-04-02,24.32
2018-04-03,26.24
2018-04-04,32.0
2018-04-05,29.76
2018-04-06,22.08
2018-04-07,17.28
2018-04-08,5.44
2018-04-09,22.4
2018-04-10,25.28
2018-04-11,23.36
2018-04-12,25.92
2018-04-13,22.4
2018-04-14,8.64
2018-04-15,5.76
2018-04-16,21.76
2018-04-17,25.28
2018-04-18,22.08
2018-04-19,15.36
2018-04-20,19.52
2018-04-21,9.92
2018-04-22,8.0
2018-04-23,16.96
2018-04-24,26.56
2018-04-25,25.28
2018-04-26,21.44
2018-04-27,17.92
2018-04-28,10.88
2018-04-29,5.12
2018-04-30,21.12
2018-05-01,19.8
2018-05-02,25.5
2018-05-03,24.0
2018-05-04,18.0
2018-05-05,11.7
2018-05-06,8.7
2018-05-07,24.0
2018-05-08,15.0
2018-05-09,30.0
2018-05-10,24.9
2018-05-11,20.1
2018-05-12,6.9
2018-05-13,5.7
2018-05-14,21.3
2018-05-15,20.1
2018-05-16,21.6
2018-05-17,26.1
2018-05-18,18.6
2018-05-19,6.3
2018-05-20,5.4
2018-05-21,23.7
2018-05-22,16.8
2018-05-23,23.4
2018-05-24,18.0
2018-05-25,16.2
2018-05-26,11.1
2018-05-27,6.3
2018-05-28,5.1
2018-05-29,15.9
2018-05-30,20.7
2018-05-31,23.7
2018-06-01,18.9
2018-06-02,6.48
2018-06-03,2.97
2018-06-04,14.580000000000002
2018-06-05,14.85
2018-06-06,16.740000000000002
2018-06-07,20.790000000000003
2018-06-08,21.06
2018-06-09,4.050000000000001
2018-06-10,4.59
2018-06-11,10.260000000000002
2018-06-12,15.93
2018-06-13,18.630000000000003
2018-06-14,18.09
2018-06-15,14.580000000000002
2018-06-16,11.88
2018-06-17,6.48
2018-06-18,12.96
2018-06-19,12.69
2018-06-20,15.66
2018-06-21,20.790000000000003
2018-06-22,18.09
2018-06-23,6.210000000000001
2018-06-24,0.0
2018-06-25,14.85
2018-06-26,16.200000000000003
2018-06-27,27.0
2018-06-28,22.68
2018-06-29,21.6
2018-06-30,2.7
2018-07-01,6.72
2018-07-02,16.08
2018-07-03,15.84
2018-07-04,4.8
2018-07-05,19.2
2018-07-06,10.32
2018-07-07,5.76
2018-07-08,2.4
2018-07-09,17.28
2018-07-10,17.52
2018-07-11,17.52
2018-07-12,23.28
2018-07-13,24.0
2018-07-14,8.16
2018-07-15,6.0
2018-07-16,13.2
2018-07-17,20.88
2018-07-18,18.0
2018-07-19,14.16
2018-07-20,16.32
2018-07-21,6.72
2018-07-22,2.16
2018-07-23,13.44
2018-07-24,13.44
2018-07-25,15.12
2018-07-26,22.32
2018-07-27,12.96
2018-07-28,7.199999999999999
2018-07-29,5.76
2018-07-30,17.52
2018-07-31,18.72
2018-08-01,15.04
2018-08-02,15.04
2018-08-03,10.56
2018-08-04,9.28
2018-08-05,6.72
